collector_number,name,mana_cost,cmc,type_line,rarity,colors,color_identity,oracle_text,power,toughness,loyalty,keywords,set_name,released_at,scryfall_uri
17,Interface Ace,{1}{W},2.0,Artifact Creature — Robot Pilot,common,W,W,"This creature saddles Mounts and crews Vehicles using its toughness rather than its power.
Whenever this creature becomes tapped during your turn, untap it. This ability triggers only once each turn.",0,4,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/17/interface-ace?utm_source=api
18,Leonin Surveyor,{1}{W},2.0,Creature — Cat Scout,common,W,W,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
During your turn, this creature has first strike.
Max speed — {3}, Exile this card from your graveyard: Draw a card.",2,2,,"Max speed, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/18/leonin-surveyor?utm_source=api
19,Lightshield Parry,{W},1.0,Instant,common,W,W,"Target creature gets +2/+2 until end of turn.
Cycling {2} ({2}, Discard this card: Draw a card.)",,,,Cycling,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/19/lightshield-parry?utm_source=api
20,Lightwheel Enhancements,{W},1.0,Enchantment — Aura,common,W,W,"Enchant creature or Vehicle
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Enchanted permanent gets +1/+1 and has vigilance.
Max speed — You may cast this card from your graveyard.",,,,"Max speed, Enchant, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/20/lightwheel-enhancements?utm_source=api
21,Lotusguard Disciple,{2}{W},3.0,Creature — Bird Cleric,common,W,W,"Flying
When this creature enters, target creature or Vehicle gains lifelink and indestructible until end of turn.",2,2,,Flying,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/21/lotusguard-disciple?utm_source=api
22,Nesting Bot,{W},1.0,Artifact Creature — Robot,uncommon,W,W,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
When this creature dies, create a 1/1 colorless Servo artifact creature token.
Max speed — This creature gets +1/+0.",1,1,,"Max speed, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/22/nesting-bot?utm_source=api
23,Perilous Snare,{2}{W},3.0,Artifact,rare,W,W,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
When this artifact enters, exile target nonland permanent an opponent controls until this artifact leaves the battlefield.
Max speed — {T}: Put a +1/+1 counter on target creature or Vehicle you control. Activate only as a sorcery.",,,,"Max speed, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/23/perilous-snare?utm_source=api
24,Pride of the Road,{3}{W},4.0,Creature — Zombie Cat Warrior,uncommon,W,W,"Vigilance
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Max speed — At the beginning of combat on your turn, target creature or Vehicle you control gains double strike until end of turn.",2,5,,"Max speed, Vigilance, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/24/pride-of-the-road?utm_source=api
25,Ride's End,{4}{W},5.0,Instant,common,W,W,"This spell costs {3} less to cast if it targets a tapped permanent.
Exile target creature or Vehicle.",,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/25/rides-end?utm_source=api
26,Roadside Assistance,{2}{W},3.0,Enchantment — Aura,uncommon,W,W,"Enchant creature or Vehicle
When this Aura enters, create a 1/1 colorless Pilot creature token with ""This token saddles Mounts and crews Vehicles as though its power were 2 greater.""
Enchanted permanent gets +1/+1 and has lifelink.",,,,Enchant,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/26/roadside-assistance?utm_source=api
27,Salvation Engine,{4}{W},5.0,Artifact — Vehicle,mythic,W,W,"Other artifact creatures you control get +2/+2.
Whenever this Vehicle attacks, return up to one target artifact card from your graveyard to the battlefield.
Crew 6",6,10,,Crew,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/27/salvation-engine?utm_source=api
28,Skyseer's Chariot,{1}{W},2.0,Artifact — Vehicle,rare,W,W,"Flying
As this Vehicle enters, choose a nonland card name.
Activated abilities of sources with the chosen name cost {2} more to activate.
Crew 2",3,3,,"Flying, Crew",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/28/skyseers-chariot?utm_source=api
29,Spectacular Pileup,{3}{W}{W},5.0,Sorcery,rare,W,W,"All creatures and Vehicles lose indestructible until end of turn, then destroy all creatures and Vehicles.
Cycling {2} ({2}, Discard this card: Draw a card.)",,,,Cycling,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/29/spectacular-pileup?utm_source=api
30,Spotcycle Scouter,{1}{W},2.0,Artifact — Vehicle,common,W,W,"When this Vehicle enters, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.)
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",3,2,,"Crew, Scry",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/30/spotcycle-scouter?utm_source=api
31,"Sundial, Dawn Tyrant",{1}{W},2.0,Legendary Artifact Creature — Construct,uncommon,W,W,,3,3,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/31/sundial-dawn-tyrant?utm_source=api
32,Swiftwing Assailant,{3}{W},4.0,Creature — Bird Warrior,common,W,W,"Flying
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Max speed — This creature gets +0/+1 and has vigilance.",3,3,,"Flying, Max speed, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/32/swiftwing-assailant?utm_source=api
33,Tune Up,{3}{W},4.0,Sorcery,uncommon,W,W,"Return target artifact card from your graveyard to the battlefield. If it's a Vehicle, it becomes an artifact creature.",,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/33/tune-up?utm_source=api
34,Unswerving Sloth,{3}{W}{W},5.0,Creature — Sloth Mount,uncommon,W,W,"Whenever this creature attacks while saddled, it gains indestructible until end of turn. Untap all creatures you control.
Saddle 4 (Tap any number of other creatures you control with total power 4 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",5,5,,Saddle,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/34/unswerving-sloth?utm_source=api
35,Valor's Flagship,{4}{W}{W}{W},7.0,Legendary Artifact — Vehicle,mythic,W,W,"Flying, first strike, lifelink
Crew 3
Cycling {X}{2}{W} ({X}{2}{W}, Discard this card: Draw a card.)
When you cycle this card, create X 1/1 colorless Pilot creature tokens with ""This token saddles Mounts and crews Vehicles as though its power were 2 greater.""",7,7,,"Flying, Lifelink, First strike, Crew, Cycling",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/35/valors-flagship?utm_source=api
36,Voyager Glidecar,{W},1.0,Artifact — Vehicle,rare,W,W,"When this Vehicle enters, scry 1.
Tap three other untapped creatures you control: Until end of turn, this Vehicle becomes an artifact creature and gains flying. Put a +1/+1 counter on it.
Crew 1",2,3,,"Crew, Scry",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/36/voyager-glidecar?utm_source=api
37,Voyager Quickwelder,{2}{W},3.0,Artifact Creature — Robot Artificer,common,W,W,Artifact spells you cast cost {1} less to cast.,2,4,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/37/voyager-quickwelder?utm_source=api
38,Aether Syphon,{1}{U}{U},3.0,Artifact,uncommon,U,U,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
{2}, {T}: Draw a card.
Max speed — Whenever you draw a card, each opponent mills two cards. (Each opponent puts the top two cards of their library into their graveyard.)",,,,"Max speed, Mill, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/38/aether-syphon?utm_source=api
39,Bounce Off,{U},1.0,Instant,common,U,U,Return target creature or Vehicle to its owner's hand.,,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/39/bounce-off?utm_source=api
40,"Caelorna, Coral Tyrant",{1}{U},2.0,Legendary Creature — Octopus,uncommon,U,U,,0,8,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/40/caelorna-coral-tyrant?utm_source=api
41,Diversion Unit,{1}{U},2.0,Artifact Creature — Robot,uncommon,U,U,"Flying
{U}, Sacrifice this creature: Counter target instant or sorcery spell unless its controller pays {3}.",2,1,,Flying,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/41/diversion-unit?utm_source=api
42,Flood the Engine,{2}{U},3.0,Enchantment — Aura,common,U,U,"Enchant creature or Vehicle
When this Aura enters, tap enchanted permanent.
Enchanted permanent loses all abilities and doesn't untap during its controller's untap step.",,,,Enchant,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/42/flood-the-engine?utm_source=api
43,Gearseeker Serpent,{5}{U}{U},7.0,Creature — Serpent,common,U,U,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
{5}{U}: This creature can't be blocked this turn.",5,6,,Affinity,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/43/gearseeker-serpent?utm_source=api
44,Glitch Ghost Surveyor,{2}{U},3.0,Creature — Spirit Scout,common,U,U,"Flying
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Max speed — {3}, Exile this card from your graveyard: Draw a card.",2,2,,"Flying, Max speed, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/44/glitch-ghost-surveyor?utm_source=api
45,Guidelight Optimizer,{1}{U},2.0,Artifact Creature — Robot,common,U,U,{T}: Add {U}. Spend this mana only to cast an artifact spell or activate an ability.,2,1,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/45/guidelight-optimizer?utm_source=api
46,Howler's Heavy,{3}{U},4.0,Creature — Seal Pirate,common,U,U,"Cycling {1}{U} ({1}{U}, Discard this card: Draw a card.)
When you cycle this card, target creature or Vehicle an opponent controls gets -3/-0 until end of turn.",3,4,,Cycling,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/46/howlers-heavy?utm_source=api
47,Hulldrifter,{3}{U}{U},5.0,Artifact — Vehicle,common,U,U,"Flying
When this Vehicle enters, draw two cards.
Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)",3,2,,"Flying, Crew",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/47/hulldrifter?utm_source=api
48,Keen Buccaneer,{2}{U},3.0,Creature — Octopus Pirate,common,U,U,"Vigilance
Exhaust — {1}{U}: Draw a card, then discard a card. Put a +1/+1 counter on this creature. (Activate each exhaust ability only once.)",2,3,,"Vigilance, Exhaust",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/48/keen-buccaneer?utm_source=api
49,Memory Guardian,{4}{U},5.0,Artifact Creature — Robot Artificer,uncommon,U,U,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
Flying",3,4,,"Flying, Affinity",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/49/memory-guardian?utm_source=api
50,Midnight Mangler,{1}{U},2.0,Artifact — Vehicle,common,U,U,"During turns other than yours, this Vehicle is an artifact creature.
Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)",3,3,,Crew,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/50/midnight-mangler?utm_source=api
51,Mindspring Merfolk,{U},1.0,Creature — Merfolk Wizard,rare,U,U,"Exhaust — {X}{U}{U}, {T}: Draw X cards. Put a +1/+1 counter on each Merfolk creature you control. (Activate each exhaust ability only once.)",1,1,,Exhaust,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/51/mindspring-merfolk?utm_source=api
52,"Mu Yanling, Wind Rider",{2}{U}{U},4.0,Legendary Creature — Human Wizard Pilot,mythic,U,U,"When Mu Yanling enters, create a 3/2 colorless Vehicle artifact token with crew 1.
Vehicles you control have flying.
Whenever one or more creatures you control with flying deal combat damage to a player, draw a card.",2,4,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/52/mu-yanling-wind-rider?utm_source=api
53,Nimble Thopterist,{3}{U},4.0,Creature — Vedalken Artificer,common,U,U,"When this creature enters, create a 1/1 colorless Thopter artifact creature token with flying.",3,2,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/53/nimble-thopterist?utm_source=api
54,Possession Engine,{3}{U}{U},5.0,Artifact — Vehicle,rare,U,U,"When this Vehicle enters, gain control of target creature an opponent controls for as long as you control this Vehicle. That creature can't attack or block for as long as you control this Vehicle.
Crew 3",5,5,,Crew,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/54/possession-engine?utm_source=api
55,Rangers' Refueler,{1}{U},2.0,Artifact — Vehicle,uncommon,U,U,"Whenever you activate an exhaust ability, draw a card.
Exhaust — {4}: This Vehicle becomes an artifact creature. Put a +1/+1 counter on it. (Activate each exhaust ability only once.)
Crew 2",3,3,,"Crew, Exhaust",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/55/rangers-refueler?utm_source=api
56,Repurposing Bay,{2}{U},3.0,Artifact,rare,U,U,"{2}, {T}, Sacrifice another artifact: Search your library for an artifact card with mana value equal to 1 plus the sacrificed artifact's mana value, put that card onto the battlefield, then shuffle. Activate only as a sorcery.",,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/56/repurposing-bay?utm_source=api
57,Riverchurn Monument,{1}{U},2.0,Artifact,rare,U,U,"{1}, {T}: Any number of target players each mill two cards. (Each of them puts the top two cards of their library into their graveyard.)
Exhaust — {2}{U}{U}, {T}: Any number of target players each mill cards equal to the number of cards in their graveyard. (Activate each exhaust ability only once.)",,,,"Exhaust, Mill",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/57/riverchurn-monument?utm_source=api
58,Roadside Blowout,{2}{U},3.0,Sorcery,uncommon,U,U,"This spell costs {2} less to cast if it targets a permanent with mana value 1.
Return target creature or Vehicle an opponent controls to its owner's hand.
Draw a card.",,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/58/roadside-blowout?utm_source=api
59,Sabotage Strategist,{2}{U}{U},4.0,Creature — Vedalken Ranger,uncommon,U,U,"Flying, vigilance
Whenever one or more creatures attack you, those creatures get -1/-0 until end of turn.
Exhaust — {5}{U}{U}: Put three +1/+1 counters on this creature. (Activate each exhaust ability only once.)",2,2,,"Flying, Vigilance, Exhaust",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/59/sabotage-strategist?utm_source=api
60,Scrounging Skyray,{1}{U},2.0,Creature — Fish Pirate,uncommon,U,U,"Flying
Whenever you discard one or more cards, put that many +1/+1 counters on this creature.
Cycling {2} ({2}, Discard this card: Draw a card.)",1,2,,"Flying, Cycling",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/60/scrounging-skyray?utm_source=api
61,Skystreak Engineer,{1}{U},2.0,Creature — Human Pilot,common,U,U,"Flying
Exhaust — {4}{U}: Put two +1/+1 counters on this creature. (Activate each exhaust ability only once.)",1,3,,"Flying, Exhaust",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/61/skystreak-engineer?utm_source=api
62,Slick Imitator,{1}{U},2.0,Creature — Ooze,uncommon,U,U,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Max speed — {1}, Sacrifice this creature: Copy target spell you control. You may choose new targets for the copy. (A copy of a permanent spell becomes a token.)",1,3,,"Max speed, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/62/slick-imitator?utm_source=api
63,Spectral Interference,{1}{U},2.0,Instant,common,U,U,Counter target artifact or creature spell unless its controller pays {4}.,,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/63/spectral-interference?utm_source=api
64,Spell Pierce,{U},1.0,Instant,uncommon,U,U,Counter target noncreature spell unless its controller pays {2}.,,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/64/spell-pierce?utm_source=api
65,Spikeshell Harrier,{4}{U},5.0,Artifact Creature — Robot Turtle,uncommon,U,U,"When this creature enters, return target creature or Vehicle an opponent controls to its owner's hand. If that opponent's speed is greater than each other player's speed, reduce that opponent's speed by 1. This effect can't reduce their speed below 1.",4,4,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/65/spikeshell-harrier?utm_source=api
66,Stall Out,{1}{U},2.0,Sorcery,common,U,U,"Tap target creature or Vehicle, then put three stun counters on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)
Cycling {2} ({2}, Discard this card: Draw a card.)",,,,Cycling,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/66/stall-out?utm_source=api
67,Stock Up,{2}{U},3.0,Sorcery,uncommon,U,U,Look at the top five cards of your library. Put two of them into your hand and the rest on the bottom of your library in any order.,,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/67/stock-up?utm_source=api
68,Thopter Fabricator,{2}{U},3.0,Artifact — Vehicle,rare,U,U,"Flying
Whenever you draw your second card each turn, create a 1/1 colorless Thopter artifact creature token with flying.
Crew 2",4,4,,"Flying, Crew",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/68/thopter-fabricator?utm_source=api
69,Trade the Helm,{4}{U},5.0,Sorcery,uncommon,U,U,"Exchange control of target artifact or creature you control and target artifact or creature an opponent controls.
Cycling {2} ({2}, Discard this card: Draw a card.)",,,,Cycling,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/69/trade-the-helm?utm_source=api
70,Transit Mage,{2}{U},3.0,Creature — Human Wizard,uncommon,U,U,"When this creature enters, you may search your library for an artifact card with mana value 4 or 5, reveal it, put it into your hand, then shuffle.",2,2,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/70/transit-mage?utm_source=api
71,Trip Up,{3}{U},4.0,Instant,common,U,U,"Target nonland permanent's owner puts it on their choice of the top or bottom of their library.
Cycling {2} ({2}, Discard this card: Draw a card.)",,,,Cycling,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/71/trip-up?utm_source=api
72,Unstoppable Plan,{2}{U},3.0,Enchantment,rare,U,U,"At the beginning of your end step, untap all nonland permanents you control.",,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/72/unstoppable-plan?utm_source=api
73,"Vnwxt, Verbose Host",{1}{U},2.0,Legendary Creature — Homunculus,rare,U,U,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
You have no maximum hand size.
Max speed — If you would draw a card, draw two cards instead.",0,4,,"Max speed, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/73/vnwxt-verbose-host?utm_source=api
74,Waxen Shapethief,{3}{U},4.0,Creature — Shapeshifter,rare,U,U,"Flash
You may have this creature enter as a copy of an artifact or creature you control.
Cycling {2} ({2}, Discard this card: Draw a card.)",0,0,,"Flash, Cycling",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/74/waxen-shapethief?utm_source=api
75,Ancient Vendetta,{3}{B},4.0,Sorcery,uncommon,B,B,"Choose a card name. Search target opponent's graveyard, hand, and library for up to four cards with that name and exile them. Then that player shuffles.",,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/75/ancient-vendetta?utm_source=api
76,Back on Track,{4}{B},5.0,Sorcery,uncommon,B,B,"Return target creature or Vehicle card from your graveyard to the battlefield. Create a 1/1 colorless Pilot creature token with ""This token saddles Mounts and crews Vehicles as though its power were 2 greater.""",,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/76/back-on-track?utm_source=api
77,Bloodghast,{B}{B},2.0,Creature — Vampire Spirit,rare,B,B,"This creature can't block.
This creature has haste as long as an opponent has 10 or less life.
Landfall — Whenever a land you control enters, you may return this card from your graveyard to the battlefield.",2,1,,Landfall,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/77/bloodghast?utm_source=api
78,Carrion Cruiser,{2}{B},3.0,Artifact — Vehicle,uncommon,B,B,"When this Vehicle enters, mill two cards. Then return a creature or Vehicle card from your graveyard to your hand. (To mill two cards, put the top two cards of your library into your graveyard.)
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",3,2,,"Crew, Mill",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/78/carrion-cruiser?utm_source=api
79,Chitin Gravestalker,{5}{B},6.0,Creature — Insect Warrior,common,B,B,"This spell costs {1} less to cast for each artifact and/or creature card in your graveyard.
Cycling {2} ({2}, Discard this card: Draw a card.)",5,4,,Cycling,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/79/chitin-gravestalker?utm_source=api
80,Cryptcaller Chariot,{3}{B},4.0,Artifact — Vehicle,rare,B,B,"Menace
Whenever you discard one or more cards, create that many tapped 2/2 black Zombie creature tokens.
Crew 2",5,5,,"Crew, Menace",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/80/cryptcaller-chariot?utm_source=api
81,Cursecloth Wrappings,{2}{B}{B},4.0,Artifact,rare,B,B,"Zombies you control get +1/+1.
{T}: Target creature card in your graveyard gains embalm until end of turn. The embalm cost is equal to its mana cost. (Exile that card and pay its embalm cost: Create a token that's a copy of it, except it's a white Zombie in addition to its other types and has no mana cost. Embalm only as a sorcery.)",,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/81/cursecloth-wrappings?utm_source=api
82,Deathless Pilot,{1}{B},2.0,Creature — Zombie Pilot,common,B,B,"This creature saddles Mounts and crews Vehicles as though its power were 2 greater.
{3}{B}: Return this card from your graveyard to your hand.",2,2,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/82/deathless-pilot?utm_source=api
83,Demonic Junker,{6}{B},7.0,Artifact — Vehicle,rare,B,B,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
When this Vehicle enters, for each player, destroy up to one target creature that player controls. If a creature you controlled was destroyed this way, put two +1/+1 counters on this Vehicle.
Crew 2",4,3,,"Affinity, Crew",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/83/demonic-junker?utm_source=api
