collector_number,name,mana_cost,cmc,type_line,rarity,colors,color_identity,oracle_text,power,toughness,loyalty,keywords,set_name,released_at,scryfall_uri
51,Gossip's Talent,{1}{U},2.0,Enchantment — Class,uncommon,U,U,"(Gain the next level as a sorcery to add its ability.)
Whenever a creature you control enters, surveil 1.
{1}{U}: Level 2
Whenever you attack, target attacking creature with power 3 or less can't be blocked this turn.
{3}{U}: Level 3
Whenever a creature you control deals combat damage to a player, you may exile it, then return it to the battlefield under its owner's control.",,,,Surveil,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/51/gossips-talent?utm_source=api
52,Into the Flood Maw,{U},1.0,Instant,uncommon,U,U,"Gift a tapped Fish (You may promise an opponent a gift as you cast this spell. If you do, they create a tapped 1/1 blue Fish creature token before its other effects.)
Return target creature an opponent controls to its owner's hand. If the gift was promised, instead return target nonland permanent an opponent controls to its owner's hand.",,,,Gift,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/52/into-the-flood-maw?utm_source=api
53,Kitnap,{2}{U}{U},4.0,Enchantment — Aura,rare,U,U,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, when it enters, they draw a card.)
Enchant creature
When this Aura enters, tap enchanted creature. If the gift wasn't promised, put three stun counters on it.
You control enchanted creature.",,,,"Gift, Enchant",Bloomburrow,2024-08-02,https://scryfall.com/card/blb/53/kitnap?utm_source=api
54,"Kitsa, Otterball Elite",{1}{U},2.0,Legendary Creature — Otter Wizard,mythic,U,U,"Vigilance
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
{T}: Draw a card, then discard a card.
{2}, {T}: Copy target instant or sorcery spell you control. You may choose new targets for the copy. Activate only if Kitsa's power is 3 or greater.",1,3,,"Prowess, Vigilance",Bloomburrow,2024-08-02,https://scryfall.com/card/blb/54/kitsa-otterball-elite?utm_source=api
55,Knightfisher,{3}{U}{U},5.0,Creature — Bird Knight,uncommon,U,U,"Flying
Whenever another nontoken Bird you control enters, create a 1/1 blue Fish creature token.",4,5,,Flying,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/55/knightfisher?utm_source=api
56,Lightshell Duo,{3}{U},4.0,Creature — Rat Otter,common,U,U,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
When this creature enters, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",3,4,,"Surveil, Prowess",Bloomburrow,2024-08-02,https://scryfall.com/card/blb/56/lightshell-duo?utm_source=api
57,Long River Lurker,{2}{U},3.0,Creature — Frog Scout,uncommon,U,U,"Ward {1}
Other Frogs you control have ward {1}.
When this creature enters, target creature you control can't be blocked this turn. Whenever that creature deals combat damage this turn, you may exile it. If you do, return it to the battlefield under its owner's control.",2,3,,Ward,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/57/long-river-lurker?utm_source=api
58,Long River's Pull,{U}{U},2.0,Instant,uncommon,U,U,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, they draw a card before its other effects.)
Counter target creature spell. If the gift was promised, instead counter target spell.",,,,Gift,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/58/long-rivers-pull?utm_source=api
59,Mind Spiral,{4}{U},5.0,Sorcery,common,U,U,"Gift a tapped Fish (You may promise an opponent a gift as you cast this spell. If you do, they create a tapped 1/1 blue Fish creature token before its other effects.)
Target player draws three cards. If the gift was promised, tap target creature an opponent controls and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)",,,,Gift,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/59/mind-spiral?utm_source=api
60,Mindwhisker,{2}{U},3.0,Creature — Rat Wizard,uncommon,U,U,"At the beginning of your upkeep, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
Threshold — As long as there are seven or more cards in your graveyard, creatures your opponents control get -1/-0.",3,2,,"Surveil, Threshold",Bloomburrow,2024-08-02,https://scryfall.com/card/blb/60/mindwhisker?utm_source=api
61,Mockingbird,{X}{U},1.0,Creature — Bird Bard,rare,U,U,"Flying
You may have this creature enter as a copy of any creature on the battlefield with mana value less than or equal to the amount of mana spent to cast this creature, except it's a Bird in addition to its other types and it has flying.",1,1,,Flying,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/61/mockingbird?utm_source=api
62,Nightwhorl Hermit,{2}{U},3.0,Creature — Rat Rogue,common,U,U,"Vigilance
Threshold — As long as there are seven or more cards in your graveyard, this creature gets +1/+0 and can't be blocked.",1,4,,"Vigilance, Threshold",Bloomburrow,2024-08-02,https://scryfall.com/card/blb/62/nightwhorl-hermit?utm_source=api
63,Otterball Antics,{1}{U},2.0,Sorcery,uncommon,U,U,"Create a 1/1 blue and red Otter creature token with prowess. If this spell was cast from anywhere other than your hand, put a +1/+1 counter on that creature. (Whenever you cast a noncreature spell, a creature with prowess gets +1/+1 until end of turn.)
Flashback {3}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,Flashback,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/63/otterball-antics?utm_source=api
64,Pearl of Wisdom,{2}{U},3.0,Sorcery,common,U,U,"This spell costs {1} less to cast if you control an Otter.
Draw two cards.",,,,,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/64/pearl-of-wisdom?utm_source=api
65,Plumecreed Escort,{1}{U},2.0,Creature — Bird Scout,uncommon,U,U,"Flash
Flying
When this creature enters, target creature you control gains hexproof until end of turn.",2,1,,"Flying, Flash",Bloomburrow,2024-08-02,https://scryfall.com/card/blb/65/plumecreed-escort?utm_source=api
66,Portent of Calamity,{X}{U},1.0,Sorcery,rare,U,U,"Reveal the top X cards of your library. For each card type, you may exile a card of that type from among them. Put the rest into your graveyard. You may cast a spell from among the exiled cards without paying its mana cost if you exiled four or more cards this way. Then put the rest of the exiled cards into your hand.",,,,,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/66/portent-of-calamity?utm_source=api
67,Run Away Together,{1}{U},2.0,Instant,common,U,U,Choose two target creatures controlled by different players. Return those creatures to their owners' hands.,,,,,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/67/run-away-together?utm_source=api
68,Season of Weaving,{4}{U}{U},6.0,Sorcery,mythic,U,U,"Choose up to five {P} worth of modes. You may choose the same mode more than once.
{P} — Draw a card.
{P}{P} — Choose an artifact or creature you control. Create a token that's a copy of it.
{P}{P}{P} — Return each nonland, nontoken permanent to its owner's hand.",,,,,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/68/season-of-weaving?utm_source=api
69,Shore Up,{U},1.0,Instant,common,U,U,Target creature you control gets +1/+1 and gains hexproof until end of turn. Untap it. (It can't be the target of spells or abilities your opponents control.),,,,,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/69/shore-up?utm_source=api
70,Shoreline Looter,{1}{U},2.0,Creature — Rat Rogue,uncommon,U,U,"This creature can't be blocked.
Threshold — Whenever this creature deals combat damage to a player, draw a card. Then discard a card unless there are seven or more cards in your graveyard.",1,1,,Threshold,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/70/shoreline-looter?utm_source=api
71,Skyskipper Duo,{4}{U},5.0,Creature — Bird Frog,common,U,U,"Flying
When this creature enters, exile up to one other target creature you control. Return it to the battlefield under its owner's control at the beginning of the next end step.",3,3,,Flying,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/71/skyskipper-duo?utm_source=api
72,Spellgyre,{2}{U}{U},4.0,Instant,uncommon,U,U,"Choose one —
• Counter target spell.
• Surveil 2, then draw two cards. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",,,,Surveil,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/72/spellgyre?utm_source=api
73,Splash Lasher,{3}{U},4.0,Creature — Frog Wizard,uncommon,U,U,"Offspring {1}{U} (You may pay an additional {1}{U} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature enters, tap up to one target creature and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)",3,3,,Offspring,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/73/splash-lasher?utm_source=api
74,Splash Portal,{U},1.0,Sorcery,uncommon,U,U,"Exile target creature you control, then return it to the battlefield under its owner's control. If that creature is a Bird, Frog, Otter, or Rat, draw a card.",,,,,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/74/splash-portal?utm_source=api
75,Stormchaser's Talent,{U},1.0,Enchantment — Class,rare,U,U,"(Gain the next level as a sorcery to add its ability.)
When this Class enters, create a 1/1 blue and red Otter creature token with prowess.
{3}{U}: Level 2
When this Class becomes level 2, return target instant or sorcery card from your graveyard to your hand.
{5}{U}: Level 3
Whenever you cast an instant or sorcery spell, create a 1/1 blue and red Otter creature token with prowess.",,,,,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/75/stormchasers-talent?utm_source=api
76,Sugar Coat,{2}{U},3.0,Enchantment — Aura,uncommon,U,U,"Flash
Enchant creature or Food
Enchanted permanent is a colorless Food artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life"" and loses all other card types and abilities.",,,,"Enchant, Flash",Bloomburrow,2024-08-02,https://scryfall.com/card/blb/76/sugar-coat?utm_source=api
77,Thought Shucker,{1}{U},2.0,Creature — Rat Rogue,common,U,U,Threshold — {1}{U}: Put a +1/+1 counter on this creature and draw a card. Activate only if there are seven or more cards in your graveyard and only once.,1,3,,Threshold,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/77/thought-shucker?utm_source=api
78,Thundertrap Trainer,{1}{U},2.0,Creature — Otter Wizard,rare,U,U,"Offspring {4} (You may pay an additional {4} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature enters, look at the top four cards of your library. You may reveal a noncreature, nonland card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",1,2,,Offspring,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/78/thundertrap-trainer?utm_source=api
79,Valley Floodcaller,{2}{U},3.0,Creature — Otter Wizard,rare,U,U,"Flash
You may cast noncreature spells as though they had flash.
Whenever you cast a noncreature spell, Birds, Frogs, Otters, and Rats you control get +1/+1 until end of turn. Untap them.",2,2,,Flash,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/79/valley-floodcaller?utm_source=api
80,Waterspout Warden,{2}{U},3.0,Creature — Frog Soldier,common,U,U,"Whenever this creature attacks, if another creature entered the battlefield under your control this turn, this creature gains flying until end of turn.",3,2,,,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/80/waterspout-warden?utm_source=api
81,Wishing Well,{3}{U},4.0,Artifact,rare,U,U,"{T}: Put a coin counter on this artifact. When you do, you may cast target instant or sorcery card with mana value equal to the number of coin counters on this artifact from your graveyard without paying its mana cost. If that spell would be put into your graveyard, exile it instead. Activate only as a sorcery.",,,,,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/81/wishing-well?utm_source=api
82,Agate-Blade Assassin,{1}{B},2.0,Creature — Lizard Assassin,common,B,B,"Whenever this creature attacks, defending player loses 1 life and you gain 1 life.",1,3,,,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/82/agate-blade-assassin?utm_source=api
83,Bandit's Talent,{1}{B},2.0,Enchantment — Class,uncommon,B,B,"(Gain the next level as a sorcery to add its ability.)
When this Class enters, each opponent discards two cards unless they discard a nonland card.
{B}: Level 2
At the beginning of each opponent's upkeep, if that player has one or fewer cards in hand, they lose 2 life.
{3}{B}: Level 3
At the beginning of your draw step, draw an additional card for each opponent who has one or fewer cards in hand.",,,,,Bloomburrow,2024-08-02,https://scryfall.com/card/blb/83/bandits-talent?utm_source=api
