collector_number,name,mana_cost,cmc,type_line,rarity,colors,color_identity,oracle_text,power,toughness,loyalty,keywords,set_name,released_at,scryfall_uri
31,Shepherding Spirits,{4}{W}{W},6.0,Creature — Spirit,common,W,W,"Flying
Plainscycling {2} ({2}, Discard this card: Search your library for a Plains card, reveal it, put it into your hand, then shuffle.)",4,5,,"Flying, Plainscycling, Landcycling, Typecycling, Cycling",Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/31/shepherding-spirits?utm_source=api
32,Split Up,{1}{W}{W},3.0,Sorcery,rare,W,W,"Choose one —
• Destroy all tapped creatures.
• Destroy all untapped creatures.",,,,,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/32/split-up?utm_source=api
33,Splitskin Doll,{1}{W},2.0,Artifact Creature — Toy,uncommon,W,W,"When this creature enters, draw a card. Then discard a card unless you control another creature with power 2 or less.",2,1,,,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/33/splitskin-doll?utm_source=api
34,Surgical Suite // Hospital Room,{1}{W} // {3}{W},6.0,Enchantment — Room // Enchantment — Room,uncommon,W,W,,,,,,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/34/surgical-suite-hospital-room?utm_source=api
35,"Toby, Beastie Befriender",{2}{W},3.0,Legendary Creature — Human Wizard,rare,W,W,"When Toby enters, create a 4/4 white Beast creature token with ""This token can't attack or block alone.""
As long as you control four or more creature tokens, creature tokens you control have flying.",1,1,,,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/35/toby-beastie-befriender?utm_source=api
36,Trapped in the Screen,{2}{W},3.0,Enchantment,common,W,W,"Ward {2} (Whenever this enchantment becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
When this enchantment enters, exile target artifact, creature, or enchantment an opponent controls until this enchantment leaves the battlefield.",,,,Ward,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/36/trapped-in-the-screen?utm_source=api
37,Unidentified Hovership,{1}{W}{W},3.0,Artifact — Vehicle,rare,W,W,"Flying
When this Vehicle enters, exile up to one target creature with toughness 5 or less.
When this Vehicle leaves the battlefield, the exiled card's owner manifests dread.
Crew 1",2,2,,"Flying, Crew",Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/37/unidentified-hovership?utm_source=api
38,Unsettling Twins,{3}{W},4.0,Creature — Human,common,W,W,"When this creature enters, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",2,2,,"Manifest, Manifest dread",Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/38/unsettling-twins?utm_source=api
39,Unwanted Remake,{W},1.0,Instant,uncommon,W,W,"Destroy target creature. Its controller manifests dread. (That player looks at the top two cards of their library, then puts one onto the battlefield face down as a 2/2 creature and the other into their graveyard. If it's a creature card, it can be turned face up any time for its mana cost.)",,,,,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/39/unwanted-remake?utm_source=api
40,Veteran Survivor,{W},1.0,Creature — Human Survivor,uncommon,W,W,"Survival — At the beginning of your second main phase, if this creature is tapped, exile up to one target card from a graveyard.
As long as there are three or more cards exiled with this creature, it gets +3/+3 and has hexproof. (It can't be the target of spells or abilities your opponents control.)",2,1,,Survival,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/40/veteran-survivor?utm_source=api
41,The Wandering Rescuer,{3}{W}{W},5.0,Legendary Creature — Human Samurai Noble,mythic,W,W,"Flash
Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Double strike
Other tapped creatures you control have hexproof.",3,4,,"Double strike, Flash, Convoke",Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/41/the-wandering-rescuer?utm_source=api
42,Abhorrent Oculus,{2}{U},3.0,Creature — Eye,mythic,U,U,"As an additional cost to cast this spell, exile six cards from your graveyard.
Flying
At the beginning of each opponent's upkeep, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",5,5,,"Flying, Manifest, Manifest dread",Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/42/abhorrent-oculus?utm_source=api
43,Bottomless Pool // Locker Room,{U} // {4}{U},6.0,Enchantment — Room // Enchantment — Room,uncommon,U,U,,,,,,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/43/bottomless-pool-locker-room?utm_source=api
44,Central Elevator // Promising Stairs,{3}{U} // {2}{U},7.0,Enchantment — Room // Enchantment — Room,rare,U,U,,,,,Surveil,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/44/central-elevator-promising-stairs?utm_source=api
45,Clammy Prowler,{3}{U},4.0,Enchantment Creature — Horror,common,U,U,"Whenever this creature attacks, another target attacking creature can't be blocked this turn.",2,5,,,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/45/clammy-prowler?utm_source=api
46,Creeping Peeper,{1}{U},2.0,Creature — Eye,common,U,U,"{T}: Add {U}. Spend this mana only to cast an enchantment spell, unlock a door, or turn a permanent face up.",2,1,,,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/46/creeping-peeper?utm_source=api
47,Cursed Windbreaker,{2}{U},3.0,Artifact — Equipment,uncommon,U,U,"When this Equipment enters, manifest dread, then attach this Equipment to that creature. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)
Equipped creature has flying.
Equip {3}",,,,"Manifest, Manifest dread, Equip",Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/47/cursed-windbreaker?utm_source=api
48,Daggermaw Megalodon,{4}{U}{U},6.0,Creature — Shark,common,U,U,"Vigilance
Islandcycling {2} ({2}, Discard this card: Search your library for an Island card, reveal it, put it into your hand, then shuffle.)",5,7,,"Islandcycling, Vigilance, Landcycling, Typecycling, Cycling",Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/48/daggermaw-megalodon?utm_source=api
49,Don't Make a Sound,{1}{U},2.0,Instant,common,U,U,"Counter target spell unless its controller pays {2}. If they do, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",,,,Surveil,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/49/dont-make-a-sound?utm_source=api
50,Duskmourn's Domination,{4}{U}{U},6.0,Enchantment — Aura,uncommon,U,U,"Enchant creature
You control enchanted creature.
Enchanted creature gets -3/-0 and loses all abilities.",,,,Enchant,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/50/duskmourns-domination?utm_source=api
51,Enduring Curiosity,{2}{U}{U},4.0,Enchantment Creature — Cat Glimmer,rare,U,U,"Flash
Whenever a creature you control deals combat damage to a player, draw a card.
When Enduring Curiosity dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",4,3,,Flash,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/51/enduring-curiosity?utm_source=api
52,Enter the Enigma,{U},1.0,Sorcery,common,U,U,"Target creature can't be blocked this turn.
Draw a card.",,,,,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/52/enter-the-enigma?utm_source=api
53,Entity Tracker,{2}{U},3.0,Creature — Human Scout,rare,U,U,"Flash
Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, draw a card.",2,3,,"Flash, Eerie",Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/53/entity-tracker?utm_source=api
54,Erratic Apparition,{2}{U},3.0,Creature — Spirit,common,U,U,"Flying, vigilance
Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, this creature gets +1/+1 until end of turn.",1,3,,"Flying, Vigilance, Eerie",Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/54/erratic-apparition?utm_source=api
55,Fear of Failed Tests,{4}{U},5.0,Enchantment Creature — Nightmare,uncommon,U,U,"Whenever this creature deals combat damage to a player, draw that many cards.",2,7,,,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/55/fear-of-failed-tests?utm_source=api
56,Fear of Falling,{3}{U}{U},5.0,Enchantment Creature — Nightmare,uncommon,U,U,"Flying
Whenever this creature attacks, target creature defending player controls gets -2/-0 and loses flying until your next turn.",4,4,,Flying,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/56/fear-of-falling?utm_source=api
57,Fear of Impostors,{1}{U}{U},3.0,Enchantment Creature — Nightmare,uncommon,U,U,"Flash
When this creature enters, counter target spell. Its controller manifests dread. (That player looks at the top two cards of their library, then puts one onto the battlefield face down as a 2/2 creature and the other into their graveyard. If it's a creature card, it can be turned face up any time for its mana cost.)",3,2,,Flash,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/57/fear-of-impostors?utm_source=api
58,Fear of Isolation,{1}{U},2.0,Enchantment Creature — Nightmare,uncommon,U,U,"As an additional cost to cast this spell, return a permanent you control to its owner's hand.
Flying",2,3,,Flying,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/58/fear-of-isolation?utm_source=api
59,Floodpits Drowner,{1}{U},2.0,Creature — Merfolk,uncommon,U,U,"Flash
Vigilance
When this creature enters, tap target creature an opponent controls and put a stun counter on it.
{1}{U}, {T}: Shuffle this creature and target creature with a stun counter on it into their owners' libraries.",2,1,,"Vigilance, Flash",Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/59/floodpits-drowner?utm_source=api
60,Get Out,{U}{U},2.0,Instant,uncommon,U,U,"Choose one —
• Counter target creature or enchantment spell.
• Return one or two target creatures and/or enchantments you own to your hand.",,,,,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/60/get-out?utm_source=api
61,Ghostly Keybearer,{3}{U},4.0,Creature — Spirit,uncommon,U,U,"Flying
Whenever this creature deals combat damage to a player, unlock a locked door of up to one target Room you control.",3,3,,Flying,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/61/ghostly-keybearer?utm_source=api
62,Glimmerburst,{3}{U},4.0,Instant,common,U,U,Draw two cards. Create a 1/1 white Glimmer enchantment creature token.,,,,,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/62/glimmerburst?utm_source=api
63,Leyline of Transformation,{2}{U}{U},4.0,Enchantment,rare,U,U,"If this card is in your opening hand, you may begin the game with it on the battlefield.
As this enchantment enters, choose a creature type.
Creatures you control are the chosen type in addition to their other types. The same is true for creature spells you control and creature cards you own that aren't on the battlefield.",,,,,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/63/leyline-of-transformation?utm_source=api
64,Marina Vendrell's Grimoire,{5}{U},6.0,Legendary Artifact — Book,rare,U,U,"When Marina Vendrell's Grimoire enters, if you cast it, draw five cards.
You have no maximum hand size and don't lose the game for having 0 or less life.
Whenever you gain life, draw that many cards.
Whenever you lose life, discard that many cards. Then if you have no cards in hand, you lose the game.",,,,,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/64/marina-vendrells-grimoire?utm_source=api
65,Meat Locker // Drowned Diner,{2}{U} // {3}{U}{U},8.0,Enchantment — Room // Enchantment — Room,common,U,U,,,,,,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/65/meat-locker-drowned-diner?utm_source=api
66,The Mindskinner,{U}{U}{U},3.0,Legendary Enchantment Creature — Nightmare,rare,U,U,"The Mindskinner can't be blocked.
If a source you control would deal damage to an opponent, prevent that damage and each opponent mills that many cards.",10,1,,Mill,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/66/the-mindskinner?utm_source=api
67,Mirror Room // Fractured Realm,{2}{U} // {5}{U}{U},10.0,Enchantment — Room // Enchantment — Room,mythic,U,U,,,,,,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/67/mirror-room-fractured-realm?utm_source=api
68,Overlord of the Floodpits,{3}{U}{U},5.0,Enchantment Creature — Avatar Horror,mythic,U,U,"Impending 4—{1}{U}{U} (If you cast this spell for its impending cost, it enters with four time counters and isn't a creature until the last is removed. At the beginning of your end step, remove a time counter from it.)
Flying
Whenever this permanent enters or attacks, draw two cards, then discard a card.",5,3,,"Flying, Impending",Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/68/overlord-of-the-floodpits?utm_source=api
69,Paranormal Analyst,{1}{U},2.0,Creature — Human Detective,uncommon,U,U,"Whenever you manifest dread, put a card you put into your graveyard this way into your hand.",1,3,,"Manifest, Manifest dread",Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/69/paranormal-analyst?utm_source=api
70,Piranha Fly,{1}{U},2.0,Creature — Fish Insect,common,U,U,"Flying
This creature enters tapped.",2,1,,Flying,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/70/piranha-fly?utm_source=api
71,Scrabbling Skullcrab,{U},1.0,Creature — Crab Skeleton,uncommon,U,U,"Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, target player mills two cards. (They put the top two cards of their library into their graveyard.)",0,3,,"Mill, Eerie",Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/71/scrabbling-skullcrab?utm_source=api
72,Silent Hallcreeper,{1}{U},2.0,Enchantment Creature — Horror,rare,U,U,"This creature can't be blocked.
Whenever this creature deals combat damage to a player, choose one that hasn't been chosen —
• Put two +1/+1 counters on this creature.
• Draw a card.
• This creature becomes a copy of another target creature you control.",1,1,,,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/72/silent-hallcreeper?utm_source=api
73,Stalked Researcher,{1}{U},2.0,Creature — Human Wizard,common,U,U,"Defender
Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, this creature can attack this turn as though it didn't have defender.",3,3,,"Defender, Eerie",Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/73/stalked-researcher?utm_source=api
74,"Stay Hidden, Stay Silent",{1}{U},2.0,Enchantment — Aura,uncommon,U,U,"Enchant creature
When this Aura enters, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.
{4}{U}{U}: Shuffle enchanted creature into its owner's library, then manifest dread. Activate only as a sorcery.",,,,"Manifest, Enchant, Manifest dread",Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/74/stay-hidden-stay-silent?utm_source=api
75,The Tale of Tamiyo,{2}{U},3.0,Legendary Enchantment — Saga,rare,U,U,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.)
I, II, III — Mill two cards. If two cards that share a card type were milled this way, draw a card and repeat this process.
IV — Exile any number of target instant, sorcery, and/or Tamiyo planeswalker cards from your graveyard. Copy them. You may cast any number of the copies.",,,,Mill,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/75/the-tale-of-tamiyo?utm_source=api
76,Tunnel Surveyor,{2}{U},3.0,Creature — Human Detective,common,U,U,"When this creature enters, create a 1/1 white Glimmer enchantment creature token.",2,2,,,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/76/tunnel-surveyor?utm_source=api
77,Twist Reality,{1}{U}{U},3.0,Instant,common,U,U,"Choose one —
• Counter target spell.
• Manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",,,,"Manifest, Manifest dread",Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/77/twist-reality?utm_source=api
78,Unable to Scream,{U},1.0,Enchantment — Aura,common,U,U,"Enchant creature
Enchanted creature loses all abilities and is a Toy artifact creature with base power and toughness 0/2 in addition to its other types.
As long as enchanted creature is face down, it can't be turned face up.",,,,Enchant,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/78/unable-to-scream?utm_source=api
79,Underwater Tunnel // Slimy Aquarium,{U} // {3}{U},5.0,Enchantment — Room // Enchantment — Room,common,U,U,,,,,"Surveil, Manifest, Manifest dread",Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/79/underwater-tunnel-slimy-aquarium?utm_source=api
80,Unnerving Grasp,{2}{U},3.0,Sorcery,uncommon,U,U,Return up to one target nonland permanent to its owner's hand. Manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.),,,,"Manifest, Manifest dread",Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/80/unnerving-grasp?utm_source=api
81,Unwilling Vessel,{2}{U},3.0,Creature — Human Wizard,uncommon,U,U,"Vigilance
Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, put a possession counter on this creature.
When this creature dies, create an X/X blue Spirit creature token with flying, where X is the number of counters on this creature.",3,2,,"Vigilance, Eerie",Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/81/unwilling-vessel?utm_source=api
82,Vanish from Sight,{3}{U},4.0,Instant,common,U,U,Target nonland permanent's owner puts it on their choice of the top or bottom of their library. Surveil 1. (Look at the top card of your library. You may put it into your graveyard.),,,,Surveil,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/82/vanish-from-sight?utm_source=api
83,Appendage Amalgam,{2}{B},3.0,Enchantment Creature — Horror,common,B,B,"Flash
Whenever this creature attacks, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",3,2,,"Surveil, Flash",Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/83/appendage-amalgam?utm_source=api
84,Balemurk Leech,{1}{B},2.0,Creature — Leech,common,B,B,"Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, each opponent loses 1 life.",2,2,,Eerie,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/84/balemurk-leech?utm_source=api
85,Cackling Slasher,{3}{B},4.0,Creature — Human Assassin,common,B,B,"Deathtouch
This creature enters with a +1/+1 counter on it if a creature died this turn.",3,3,,Deathtouch,Duskmourn: House of Horror,2024-09-27,https://scryfall.com/card/dsk/85/cackling-slasher?utm_source=api
