collector_number,name,mana_cost,cmc,type_line,rarity,colors,color_identity,oracle_text,power,toughness,loyalty,keywords,set_name,released_at,scryfall_uri
16,Hero in Training,{2}{W},3.0,Creature — Human Hero,common,W,W,"When this creature enters, draw a card. If you control another Hero, you gain 2 life.",2,2,,,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/16/hero-in-training?utm_source=api
17,"Invisible Woman, Sue Storm",{4}{W},5.0,Legendary Creature — Human Hero,uncommon,W,W,"Lifelink
Whenever you put one or more +1/+1 counters on one or more other Heroes you control, you may create a 0/4 colorless Wall creature token with defender.",2,5,,Lifelink,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/17/invisible-woman-sue-storm?utm_source=api
18,Jennifer Walters // The Sensational She-Hulk,,2.0,Legendary Creature — Human Advisor Hero // Legendary Creature — Gamma Hero,mythic,,"G, W",,,,,"Reach, Transform, Trample",Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/18/jennifer-walters-the-sensational-she-hulk?utm_source=api
19,Kree Commandos,{2}{W},3.0,Creature — Kree Soldier Villain,common,W,W,"Flying, vigilance
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",2,1,,"Flying, Prowess, Vigilance",Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/19/kree-commandos?utm_source=api
20,"Luke Cage, Power Man",{3}{W},4.0,Legendary Creature — Human Hero,uncommon,W,W,"Unbreakable Skin — Whenever Luke Cage attacks alone, he gets +2/+0 and gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy him.)",2,5,,,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/20/luke-cage-power-man?utm_source=api
21,The Mind Stone,{1}{W},2.0,Legendary Artifact — Infinity Stone,mythic,W,W,"Indestructible
{T}: Add {W}.
{5}{W}, {T}: Harness The Mind Stone. (Once harnessed, its ∞ ability is active.)
∞ — At the beginning of your end step, exile up to one other target nonland permanent you control, then return that card to the battlefield under its owner's control.",,,,Indestructible,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/21/the-mind-stone?utm_source=api
22,"Mockingbird, Ace Agent",{3}{W},4.0,Legendary Creature — Human Spy Hero,uncommon,W,W,"Double strike
Whenever you cast a spell that targets a creature you control, put a +1/+1 counter on Mockingbird.",2,2,,Double strike,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/22/mockingbird-ace-agent?utm_source=api
23,"Monica Rambeau // Photon, Living Light",,3.0,Legendary Creature — Human Hero // Legendary Creature — Elemental Hero,mythic,,"R, W",,,,,"Flying, Prowess, Transform, Hexproof",Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/23/monica-rambeau-photon-living-light?utm_source=api
24,Murdock's Crusade,{1}{W},2.0,Sorcery,common,W,W,"Teamwork 4 (As an additional cost to cast this spell, you may tap any number of creatures you control with total power 4 or more.)
Choose one. If this spell was cast using teamwork, choose both instead.
• Street Justice — Exile target creature with toughness 4 or greater.
• Legal Justice — Exile target enchantment with mana value 4 or greater.",,,,Teamwork,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/24/murdocks-crusade?utm_source=api
25,"Nick Fury, Agent of S.H.I.E.L.D.",{W},1.0,Legendary Creature — Human Spy Hero,rare,W,"B, G, R, U, W","Power-up — {W}{U}{B}{R}{G}: Put two +1/+1 counters on Nick Fury, then look at the top seven cards of your library. You may put a Hero, Equipment, or Vehicle card from among them onto the battlefield. If it's a double-faced card, you may transform it. Put the rest on the bottom of your library in a random order. (Activate each power-up ability only once. Reduce the cost by his mana cost if he entered this turn.)",2,1,,"Power-up, Transform",Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/25/nick-fury-agent-of-shield?utm_source=api
26,"Night Nurse, Healer of Heroes",{1}{W},2.0,Legendary Creature — Human Doctor Hero,uncommon,W,W,"Flash
Lifelink
When Night Nurse enters, choose target permanent card in your graveyard that was put there from anywhere this turn. Return it to your hand.",2,1,,"Lifelink, Flash",Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/26/night-nurse-healer-of-heroes?utm_source=api
27,"Okoye, Dora Milaje Leader",{3}{W},4.0,Legendary Creature — Human Warrior Hero,uncommon,W,W,"When Okoye enters, create two 1/1 white Soldier creature tokens.
Attacking creature tokens you control have first strike.",3,2,,,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/27/okoye-dora-milaje-leader?utm_source=api
28,Origin of the Avengers,{1}{W},2.0,Enchantment — Saga,rare,W,W,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Scry 2.
II — You may put a Hero creature card with mana value 3 or less from your hand onto the battlefield. If you don't, draw a card.
III — Put a +1/+1 counter on each creature you control.",,,,Scry,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/28/origin-of-the-avengers?utm_source=api
29,Panther Pounce,{W},1.0,Instant,common,W,W,"Target player investigates. Target creature gets +1/+0 and gains flying until end of turn. Untap it. (To investigate, create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",,,,Investigate,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/29/panther-pounce?utm_source=api
30,"Patriot, Shield Wielder",{1}{W},2.0,Legendary Creature — Human Hero,uncommon,W,W,"{2}, {T}: Another target creature you control gets +2/+0 and gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)",2,2,,,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/30/patriot-shield-wielder?utm_source=api
31,Political Triumph,{W},1.0,Enchantment — Plan,uncommon,W,W,"Whenever a creature you control enters, scry 1 and put a plan counter on this enchantment.
When the fourth plan counter is put on this enchantment, sacrifice it, draw a card, and put a +1/+1 counter on each creature you control.",,,,Scry,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/31/political-triumph?utm_source=api
32,"Quake, Agent of S.H.I.E.L.D.",{2}{W},3.0,Legendary Creature — Inhuman Spy Hero,uncommon,W,W,"Seismic Takedown — Whenever you cast a noncreature spell, tap target creature or land.",3,3,,,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/32/quake-agent-of-shield?utm_source=api
33,Raft Security Officer,{1}{W},2.0,Creature — Human Soldier,common,W,W,"{2}, {T}: Tap target creature. This ability costs {1} less to activate if it targets a creature with power 3 or less.",1,3,,,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/33/raft-security-officer?utm_source=api
34,"Red Guardian, Super-Soldier",{2}{W},3.0,Legendary Creature — Human Soldier Villain,uncommon,W,W,"Flash
When Red Guardian enters, destroy target creature an opponent controls that dealt damage this turn.",2,2,,Flash,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/34/red-guardian-super-soldier?utm_source=api
35,"The Sentry, Golden Guardian",{3}{W},4.0,Legendary Creature — Human Hero,rare,W,W,"Flying, vigilance, indestructible
When The Sentry enters, target opponent creates The Void, a legendary 5/5 black Horror Villain creature token with flying, indestructible, and ""The Void attacks each combat if able.""",5,5,,"Flying, Indestructible, Vigilance",Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/35/the-sentry-golden-guardian?utm_source=api
36,S.H.I.E.L.D. Spy Kit,{W},1.0,Artifact — Equipment,common,W,W,"Equipped creature gets +1/+1.
Whenever equipped creature attacks alone, untap it and scry 1. (Look at the top card of your library. You may put that card on the bottom.)
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",,,,"Equip, Scry",Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/36/shield-spy-kit?utm_source=api
37,Super Villain Lockup,{1}{W},2.0,Enchantment,uncommon,W,W,"Flash
When this enchantment enters, exile target tapped creature an opponent controls until this enchantment leaves the battlefield.",,,,Flash,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/37/super-villain-lockup?utm_source=api
38,Super-Soldier Serum,{1}{W},2.0,Enchantment — Aura,rare,W,W,"Enchant creature
Enchanted creature gets +2/+2, has first strike and vigilance, and is a legendary Soldier in addition to its other types.
Whenever enchanted creature attacks or blocks, attach any number of target Equipment you control to it.",,,,Enchant,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/38/super-soldier-serum?utm_source=api
39,Take Up the Shield,{1}{W},2.0,Instant,common,W,W,"Put a +1/+1 counter on target creature. It gains lifelink and indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",,,,,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/39/take-up-the-shield?utm_source=api
40,Wakandan Drone Flock,{3}{W},4.0,Artifact Creature — Robot,common,W,W,"Flying
When this creature enters, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.)",3,3,,"Scry, Flying",Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/40/wakandan-drone-flock?utm_source=api
41,Web Up,{2}{W},3.0,Enchantment,common,W,W,"When this enchantment enters, exile target nonland permanent an opponent controls until this enchantment leaves the battlefield.",,,,,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/41/web-up?utm_source=api
42,"White Widow, Free Agent",{3}{W},4.0,Legendary Creature — Human Hero Villain,uncommon,W,W,"When White Widow enters, choose one —
• Put a +1/+1 counter on each of up to two target creatures.
• Return target artifact or enchantment card from your graveyard to your hand.",2,3,,,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/42/white-widow-free-agent?utm_source=api
43,Aerial Doombot,{U},1.0,Artifact Creature — Robot Villain,common,U,U,"Flying
Power-up — {5}{U}: Put three +1/+1 counters on this creature. (Activate each power-up ability only once. Reduce the cost by its mana cost if it entered this turn.)",1,1,,"Flying, Power-up",Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/43/aerial-doombot?utm_source=api
44,A.I.M. Scientists,{3}{U},4.0,Creature — Human Scientist Villain,common,U,U,"When this creature enters, it connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on this creature.)
Basic landcycling {2} ({2}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)",3,3,,"Landcycling, Basic landcycling, Typecycling, Cycling, Connive",Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/44/aim-scientists?utm_source=api
45,Atlantean Cavalry,{2}{U},3.0,Creature — Merfolk Soldier,common,U,U,"Vigilance
Whenever you draw your second card each turn, put a +1/+1 counter on this creature.",3,2,,Vigilance,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/45/atlantean-cavalry?utm_source=api
46,Atlantis Attacks,{5}{U}{U},7.0,Sorcery,common,U,U,"Teamwork 4 (As an additional cost to cast this spell, you may tap any number of creatures you control with total power 4 or more.)
Choose one. If this spell was cast using teamwork, choose both instead.
• Target player creates a 6/5 blue Leviathan creature token with hexproof.
• Return one or two target nonland permanents to their owners' hands.",,,,Teamwork,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/46/atlantis-attacks?utm_source=api
47,"Attuma, Atlantean Warlord",{2}{U}{U},4.0,Legendary Creature — Merfolk Warrior Villain,uncommon,U,U,"Other Merfolk you control get +1/+1.
Whenever one or more Merfolk you control attack a player, draw a card.",3,4,,,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/47/attuma-atlantean-warlord?utm_source=api
48,Bold Biochemist,{1}{U},2.0,Creature — Human Scientist,common,U,U,Power-up — {5}{U}: Put a +1/+1 counter on this creature and draw two cards. (Activate each power-up ability only once. Reduce the cost by its mana cost if it entered this turn.),1,3,,Power-up,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/48/bold-biochemist?utm_source=api
49,Bruce Banner // The Incredible Hulk,,1.0,Legendary Creature — Human Scientist Hero // Legendary Creature — Gamma Berserker Hero,mythic,,"G, R, U",,,,,"Reach, Enrage, Transform, Trample",Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/49/bruce-banner-the-incredible-hulk?utm_source=api
50,Depower,{2}{U},3.0,Instant,common,U,U,"This spell costs {2} less to cast if it targets an attacking creature.
Target creature gets -4/-0 until end of turn.
Draw a card.",,,,,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/50/depower?utm_source=api
51,"Echo, Perceptive Prodigy",{2}{U},3.0,Legendary Creature — Human Hero,uncommon,U,U,"Vigilance
{1}, {T}: Copy target activated or triggered ability you control from a creature source. You may choose new targets for the copy. (Mana abilities can't be targeted.)",1,4,,Vigilance,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/51/echo-perceptive-prodigy?utm_source=api
52,"Falcon, Winged Wonder",{4}{U},5.0,Legendary Creature — Human Hero,uncommon,U,U,"Flying
Avian Telepathy — When Falcon enters, create Redwing, a legendary 1/1 blue Bird Scout creature token with flying and ""Whenever Redwing attacks, surveil 1."" (Look at the top card of your library. You may put it into your graveyard.)",3,4,,"Flying, Surveil",Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/52/falcon-winged-wonder?utm_source=api
53,Falcon's Wing Harness,{1}{U},2.0,Artifact — Equipment,uncommon,U,U,"When this Equipment enters, attach it to target creature you control.
Equipped creature gets +1/+1 and has flying and ward {1}. (Whenever equipped creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {1}.)
Equip {2}{U} ({2}{U}: Attach to target creature you control. Equip only as a sorcery.)",,,,Equip,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/53/falcons-wing-harness?utm_source=api
54,Frozen in Ice,{2}{U},3.0,Enchantment — Aura,common,U,U,"Enchant creature
When this Aura enters, tap enchanted creature.
Enchanted creature loses all abilities and can't become untapped.",,,,Enchant,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/54/frozen-in-ice?utm_source=api
55,Futurist Forge,{1}{U},2.0,Artifact,common,U,U,"When this artifact enters, draw a card.
{3}{U}, Sacrifice this artifact: Draw two cards.",,,,,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/55/futurist-forge?utm_source=api
56,Giant-Sized Flying Ant,{3}{U},4.0,Creature — Insect,common,U,U,"Flash
Flying
When this creature enters, choose one —
• Tap target nonland permanent.
• Untap target nonland permanent.",3,2,,"Flying, Flash",Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/56/giant-sized-flying-ant?utm_source=api
57,Hydraulic Helper,{1}{U},2.0,Artifact Creature — Robot,common,U,U,"Defender
{T}: Add {U}. This mana can't be spent to cast a nonartifact spell.",2,3,,Defender,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/57/hydraulic-helper?utm_source=api
58,I Am Iron Man,{2}{U},3.0,Instant,common,U,U,"Until end of turn, target artifact or creature becomes an artifact creature with base power and toughness 4/4 and gains flying.
Draw a card.",,,,,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/58/i-am-iron-man?utm_source=api
59,"Iron Lad, Diverging Destiny",{2}{U},3.0,Legendary Artifact Creature — Human Hero,uncommon,U,U,"Flying, vigilance
You may look at the top card of your library any time.
{T}: Reveal the top card of your library. If it's an artifact card, draw a card.",2,2,,"Flying, Vigilance",Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/59/iron-lad-diverging-destiny?utm_source=api
60,"Ironheart, Clever Champion",{4}{U},5.0,Legendary Artifact Creature — Human Hero,rare,U,U,"Improvise (Your artifacts can help cast this spell. Each artifact you tap after you're done activating mana abilities pays for {1}.)
Flying
Noncreature spells you cast have improvise.",3,4,,"Flying, Improvise",Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/60/ironheart-clever-champion?utm_source=api
61,"Justice, Vance Astrovik",{2}{U},3.0,Legendary Creature — Mutant Hero,uncommon,U,U,"Flying
When Justice enters, return up to one target nonland, nontoken permanent to its owner's hand.
Whenever another nonland permanent you control is returned to its owner's hand, put a +1/+1 counter on Justice.",2,2,,Flying,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/61/justice-vance-astrovik?utm_source=api
62,Kang the Conqueror,{2}{U}{U},4.0,Legendary Creature — Human Villain,mythic,U,U,"Flying
Power-up — {5}{U}{U}{U}: Put a +1/+1 counter on Kang. Take an extra turn after this one. During that turn, power-up abilities can't be activated. (Activate each power-up ability only once. Reduce the cost by his mana cost if he entered this turn.)",4,5,,"Flying, Power-up",Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/62/kang-the-conqueror?utm_source=api
63,Kid Loki,{U},1.0,Legendary Creature — God Hero Villain,uncommon,U,U,"Each creature you control that you've put one or more +1/+1 counters on this turn has hexproof.
Whenever you draw your second card each turn, put a +1/+1 counter on Kid Loki.",1,1,,,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/63/kid-loki?utm_source=api
64,"Leader, Super-Genius",{2}{U}{U},4.0,Legendary Creature — Gamma Scientist Villain,rare,U,U,"If a creature you control would connive, instead you draw a card, then that creature connives.
At the beginning of combat on your turn, target creature you control connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on that creature.)",1,3,,Connive,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/64/leader-super-genius?utm_source=api
65,"Loki, God of Mischief",{1}{U},2.0,Legendary Creature — God Sorcerer Villain,rare,U,U,"Whenever a player or permanent becomes the target of an ability you control, draw a card. This ability triggers only once each turn.",2,1,,,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/65/loki-god-of-mischief?utm_source=api
66,"Mister Fantastic, Reed Richards",{3}{U},4.0,Legendary Creature — Human Scientist Hero,uncommon,U,U,"Reach
Whenever one or more tokens you control enter, you may draw a card.",2,4,,Reach,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/66/mister-fantastic-reed-richards?utm_source=api
67,"Ms. Marvel, Kamala Khan",{2}{U},3.0,Legendary Creature — Mutant Inhuman Hero,rare,U,U,"Vigilance, reach
You have no maximum hand size.
Embiggen Fist — Whenever you cast a spell that targets a creature you control, draw a card. Until end of turn, Ms. Marvel gains ""Ms. Marvel's base power is equal to the number of cards in your hand.""",1,4,,"Reach, Vigilance",Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/67/ms-marvel-kamala-khan?utm_source=api
68,Multiversal Incursion,{5}{U}{U},7.0,Sorcery,mythic,U,U,"For each nontoken creature you control, create a token that's a copy of that creature, except it isn't legendary.",,,,,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/68/multiversal-incursion?utm_source=api
69,Namor the Sub-Mariner,{1}{U}{U},3.0,Legendary Creature — Mutant Merfolk Villain,mythic,U,U,"Flying
Namor's power is equal to the number of Merfolk you control.
Whenever you cast a noncreature spell with one or more blue mana symbols in its mana cost, create that many 1/1 blue Merfolk creature tokens.",*,4,,Flying,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/69/namor-the-sub-mariner?utm_source=api
70,Pym Particles,{U},1.0,Sorcery,uncommon,U,U,"Target creature gains vigilance until end of turn and can't be blocked this turn.
Draw a card.",,,,,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/70/pym-particles?utm_source=api
71,Rewrite History,{2}{U},3.0,Enchantment — Plan,uncommon,U,U,"Whenever one or more creatures you control become tapped, draw a card, then discard a card and put a plan counter on this enchantment.
When the fourth plan counter is put on this enchantment, sacrifice it. When you do, return up to two target instant and/or sorcery cards from your graveyard to your hand.",,,,,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/71/rewrite-history?utm_source=api
72,Secret Invasion,{1}{U}{U},3.0,Enchantment — Aura,rare,U,U,"Enchant creature you control
When this Aura enters, exile up to one target creature other than enchanted creature until this Aura leaves the battlefield. Enchanted creature becomes a copy of that creature until this Aura leaves the battlefield.
Enchanted creature has ward {2}.",,,,Enchant,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/72/secret-invasion?utm_source=api
73,S.H.I.E.L.D. Deployment Drone,{2}{U},3.0,Artifact Creature — Robot,common,U,U,"Flying
When this creature enters, create a 1/1 white Soldier creature token.",2,2,,Flying,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/73/shield-deployment-drone?utm_source=api
74,S.H.I.E.L.D. Flying Car,{2}{U},3.0,Artifact — Vehicle,rare,U,U,"Flash
Flying
When this Vehicle enters, exile up to one target creature you control. Return that card to the battlefield under its owner's control at the beginning of the next end step.
Crew 1",3,3,,"Flying, Crew, Flash",Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/74/shield-flying-car?utm_source=api
75,"Shuri, Wakandan Inventor",{1}{U},2.0,Legendary Creature — Human Artificer Hero,uncommon,U,U,"Artifact spells you cast cost {1} less to cast.
{1}, {T}: Target artifact you control becomes a copy of a second target artifact you control until end of turn, except it isn't legendary. Activate only as a sorcery.",2,1,,,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/75/shuri-wakandan-inventor?utm_source=api
76,"Stature, Size Shifter",{U},1.0,Legendary Creature — Human Hero,uncommon,U,U,"Stature can't be blocked if her power is 1 or less.
Power-up — {X}{U}{U}: Put X +1/+1 counters on Stature. (Activate each power-up ability only once. Reduce the cost by her mana cost if she entered this turn.)",1,1,,Power-up,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/76/stature-size-shifter?utm_source=api
77,Super Intelligence,{U},1.0,Enchantment — Aura,uncommon,U,U,"Enchant creature
At the beginning of the upkeep of enchanted creature's controller, that player draws a card.",,,,Enchant,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/77/super-intelligence?utm_source=api
78,Super Suit,{1}{U},2.0,Artifact — Equipment,common,U,U,"Flash
When this Equipment enters, attach it to target creature you control. Untap that creature.
Equipped creature gets +1/+2.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",,,,"Equip, Flash",Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/78/super-suit?utm_source=api
79,Thirst for Knowledge,{2}{U},3.0,Instant,uncommon,U,U,Draw three cards. Then discard two cards unless you discard an artifact card.,,,,,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/79/thirst-for-knowledge?utm_source=api
80,Tony Stark // The Invincible Iron Man,,2.0,Legendary Creature — Human Artificer Hero // Legendary Artifact Creature — Human Hero,mythic,,"R, U",,,,,"Flying, Transform, Haste",Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/80/tony-stark-the-invincible-iron-man?utm_source=api
81,Trickster's Stratagem,{3}{U},4.0,Sorcery,common,U,U,"The owner of target creature an opponent controls puts it into their library second from the top or on the bottom. Then up to one target creature you control connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on that creature.)",,,,Connive,Marvel Super Heroes,2026-06-26,https://scryfall.com/card/msh/81/tricksters-stratagem?utm_source=api
