collector_number,name,mana_cost,cmc,type_line,rarity,colors,color_identity,oracle_text,power,toughness,loyalty,keywords,set_name,released_at,scryfall_uri
11,"Koya, Death from Above",{2}{W},3.0,Legendary Creature — Mutant Ninja Bird,uncommon,W,"B, W","Flying
When Koya enters, exile up to one other target creature. At the beginning of the next end step, you may pay {3}{B}. If you don't, return that card to the battlefield under its owner's control.",2,1,,Flying,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/11/koya-death-from-above?utm_source=api
12,The Last Ronin's Technique,{3}{W},4.0,Instant,uncommon,W,W,"Sneak {1}{W} (You may cast this spell for {1}{W} if you also return an unblocked attacker you control to hand during the declare blockers step.)
Create three 1/1 white Ninja Turtle Spirit creature tokens. If this spell's sneak cost was paid, they enter tapped and attacking.",,,,Sneak,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/12/the-last-ronins-technique?utm_source=api
13,Leader's Talent,{1}{W},2.0,Enchantment — Class,rare,W,W,"(Gain the next level as a sorcery to add its ability.)
Whenever you attack, put a +1/+1 counter on target attacking creature.
{2}{W}: Level 2
Whenever a creature you control leaves the battlefield, if it had a counter on it, you gain 2 life.
{3}{W}: Level 3
Whenever you cast a spell, put a +1/+1 counter on each creature you control.",,,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/13/leaders-talent?utm_source=api
14,"Leonardo, Big Brother",{2}{W},3.0,Legendary Creature — Mutant Ninja Turtle,common,W,W,"Sneak {W} (You may cast this spell for {W} if you also return an unblocked attacker you control to hand during the declare blockers step. He enters tapped and attacking.)
Leonardo gets +1/+0 for each other creature you control.",1,3,,Sneak,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/14/leonardo-big-brother?utm_source=api
15,"Leonardo, Cutting Edge",{1}{W},2.0,Legendary Creature — Mutant Ninja Turtle,rare,W,W,"Sneak {W} (You may cast this spell for {W} if you also return an unblocked attacker you control to hand during the declare blockers step. He enters tapped and attacking.)
Lifelink
Whenever you gain life, put a +1/+1 counter on Leonardo.",1,1,,"Lifelink, Sneak",Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/15/leonardo-cutting-edge?utm_source=api
16,"Leonardo, Leader in Blue",{W},1.0,Legendary Creature — Mutant Ninja Turtle,uncommon,W,W,"Sneak {3}{W}{W} (You may cast this spell for {3}{W}{W} if you also return an unblocked attacker you control to hand during the declare blockers step. He enters tapped and attacking.)
When Leonardo enters, if his sneak cost was paid, creatures you control get +2/+0 until end of turn.
{1}{W}: Leonardo gains first strike until end of turn.",2,1,,Sneak,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/16/leonardo-leader-in-blue?utm_source=api
17,"Leonardo, Sewer Samurai",{3}{W},4.0,Legendary Creature — Mutant Ninja Turtle Samurai,mythic,W,W,"Sneak {2}{W}{W}
Double strike
During your turn, you may cast creature spells with power or toughness 1 or less from your graveyard. If you cast a spell this way, that creature enters with a finality counter on it. (If a creature with a finality counter on it would die, exile it instead.)",3,3,,"Double strike, Sneak",Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/17/leonardo-sewer-samurai?utm_source=api
18,Leonardo's Technique,{3}{W},4.0,Sorcery,rare,W,W,"Sneak {1}{W} (You may cast this spell for {1}{W} if you also return an unblocked attacker you control to hand during the declare blockers step.)
Return one or two target creature cards each with mana value 3 or less from your graveyard to the battlefield.",,,,Sneak,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/18/leonardos-technique?utm_source=api
19,"Lita, Little Orphan Amphibian",{1}{W},2.0,Legendary Creature — Mutant Ninja Turtle,uncommon,W,W,"Alliance — Whenever another creature you control enters, choose one that hasn't been chosen this turn.
• Put a +1/+1 counter on Lita.
• Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
• Scry 1.",2,1,,"Alliance, Food, Scry",Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/19/lita-little-orphan-amphibian?utm_source=api
20,Make Your Move,{2}{W},3.0,Instant,common,W,W,"Destroy target artifact, enchantment, or creature with power 4 or greater.",,,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/20/make-your-move?utm_source=api
21,Mighty Mutanimals,{2}{W}{W},4.0,Creature — Mutant Rebel,uncommon,W,W,"When this creature enters, create a 2/2 red Mutant creature token.
Alliance — Whenever another creature you control enters, put a +1/+1 counter on target creature you control.",2,1,,Alliance,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/21/mighty-mutanimals?utm_source=api
22,Prehistoric Pet,{W},1.0,Creature — Dinosaur Ninja,rare,W,W,"This creature can't be blocked by creatures with greater power.
{1}{W}, {T}: Return another target creature you control to its owner's hand. Activate only during your turn.",1,2,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/22/prehistoric-pet?utm_source=api
23,Quintessential Katana,{W},1.0,Artifact — Equipment,uncommon,W,W,"Equipped creature gets +1/+1 and has ""Whenever this creature deals combat damage, untap it and you gain 2 life.""
Whenever a Ninja you control enters, you may attach this Equipment to it.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",,,,Equip,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/23/quintessential-katana?utm_source=api
24,"Sally Pride, Lioness Leader",{3}{W}{W},5.0,Legendary Creature — Cat Mutant Rebel,rare,W,W,"When Sally Pride enters, create X 2/2 red Mutant creature tokens, where X is the number of nontoken creatures you control.
Whenever Sally Pride attacks, put a +1/+1 counter on each creature you control.",2,4,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/24/sally-pride-lioness-leader?utm_source=api
25,Triceraton Commander,{X}{X}{W}{W},2.0,Creature — Dinosaur Soldier,mythic,W,W,"Flying
Whenever this creature attacks, Dinosaurs you control other than this creature get +1/+1 and gain flying until end of turn.
When this creature enters, create X 2/2 white Dinosaur Soldier creature tokens.",2,2,,Flying,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/25/triceraton-commander?utm_source=api
26,Turncoat Kunoichi,{2}{W},3.0,Creature — Mutant Ninja Fox,rare,W,"B, W","Sneak {2}{W}{B} (You may cast this spell for {2}{W}{B} if you also return an unblocked attacker you control to hand during the declare blockers step. It enters tapped and attacking.)
When this creature enters, choose target creature an opponent controls. Exile that creature until this creature leaves the battlefield. If this creature's sneak cost was paid, instead exile the chosen creature.",3,2,,Sneak,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/26/turncoat-kunoichi?utm_source=api
27,Turtles Forever,{3}{W},4.0,Instant,rare,W,W,"Search your library and/or outside the game for exactly four legendary creature cards you own with different names, then reveal those cards. An opponent chooses two of them. Put the chosen cards into your hand and shuffle the rest into your library.",,,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/27/turtles-forever?utm_source=api
28,Uneasy Alliance,{1}{W},2.0,Enchantment — Aura,common,W,W,"Enchant creature
Enchanted creature can't attack or block.
{5}, Sacrifice this Aura: Exile enchanted creature. You create a 1/1 black Ninja creature token. Activate only as a sorcery.",,,,Enchant,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/28/uneasy-alliance?utm_source=api
29,"April O'Neil, Hacktivist",{3}{U},4.0,Legendary Creature — Human Scientist,rare,U,U,"At the beginning of your end step, draw a card for each card type among spells you've cast this turn.",1,5,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/29/april-oneil-hacktivist?utm_source=api
30,"April, Reporter of the Weird",{2}{U},3.0,Legendary Creature — Human Detective,uncommon,U,U,"Whenever April deals combat damage to a player, draw that many cards, then discard a card.",2,2,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/30/april-reporter-of-the-weird?utm_source=api
31,Bespoke Bō,{2}{U},3.0,Artifact — Equipment,uncommon,U,U,"When this Equipment enters, return up to one other target nonland permanent to its owner's hand.
Equipped creature gets +2/+1 and has vigilance.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",,,,Equip,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/31/bespoke-b%C5%8D?utm_source=api
32,Buzz Bots,{1}{U},2.0,Artifact Creature — Robot Insect,common,U,U,"Flying, vigilance
When this creature dies, draw a card.",1,1,,"Flying, Vigilance",Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/32/buzz-bots?utm_source=api
33,Crustacean Commando,{1}{U},2.0,Creature — Crab Mutant Soldier,common,U,U,"When this creature enters, create a Mutagen token. (It's an artifact with ""{1}, {T}, Sacrifice this token: Put a +1/+1 counter on target creature. Activate only as a sorcery."")",0,3,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/33/crustacean-commando?utm_source=api
34,Does Machines,{1}{U},2.0,Enchantment — Class,rare,U,U,"(Gain the next level as a sorcery to add its ability.)
When this Class enters, mill two cards, draw two cards, then discard two cards.
{1}{U}: Level 2
When this Class becomes level 2, return up to two target artifact cards from your graveyard to your hand.
{4}{U}: Level 3
At the beginning of combat on your turn, put three +1/+1 counters on target artifact you control. If it isn't a creature, it becomes a 0/0 Robot creature in addition to its other types.",,,,Mill,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/34/does-machines?utm_source=api
35,"Donatello, Gadget Master",{2}{U},3.0,Legendary Creature — Mutant Ninja Turtle,rare,U,U,"Sneak {1}{U} (You may cast this spell for {1}{U} if you also return an unblocked attacker you control to hand during the declare blockers step. He enters tapped and attacking.)
Whenever Donatello deals combat damage to a player, create a token that's a copy of target artifact you control.",3,2,,Sneak,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/35/donatello-gadget-master?utm_source=api
36,"Donatello, Mutant Mechanic",{3}{U},4.0,Legendary Creature — Mutant Ninja Turtle,mythic,U,U,"{T}: Put three +1/+1 counters on target artifact you control. If it isn't a creature, it becomes a 0/0 Robot creature in addition to its other types. Activate only as a sorcery.
Whenever an artifact you control is put into a graveyard from the battlefield, if it had counters on it, put those counters on up to one target artifact or creature you control.",3,5,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/36/donatello-mutant-mechanic?utm_source=api
37,"Donatello, Turtle Techie",{3}{U},4.0,Legendary Creature — Mutant Ninja Turtle,common,U,U,"When Donatello enters, if you control an artifact, draw a card.",3,4,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/37/donatello-turtle-techie?utm_source=api
38,"Donatello, Way with Machines",{2}{U},3.0,Legendary Creature — Mutant Ninja Turtle,uncommon,U,U,"Flying
Whenever an artifact you control enters, put a +1/+1 counter on Donatello.",1,2,,Flying,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/38/donatello-way-with-machines?utm_source=api
39,Donatello's Technique,{2}{U},3.0,Sorcery,uncommon,U,U,"Sneak {U} (You may cast this spell for {U} if you also return an unblocked attacker you control to hand during the declare blockers step.)
Draw two cards.",,,,Sneak,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/39/donatellos-technique?utm_source=api
40,Fugitive Droid,{U},1.0,Artifact Creature — Robot Scientist,uncommon,U,U,"This creature can't be blocked if an artifact entered the battlefield under your control this turn.
{U}, Sacrifice this creature: Counter target spell that targets an artifact or creature you control.",1,1,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/40/fugitive-droid?utm_source=api
41,"Kitsune, Dragon's Daughter",{4}{U}{U},6.0,Legendary Creature — Fox Warlock Avatar,rare,U,U,"Vigilance
Whenever Kitsune enters or deals combat damage to a player, you may exchange control of two other target creatures controlled by different players.",6,6,,Vigilance,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/41/kitsune-dragons-daughter?utm_source=api
42,Kitsune's Technique,{4}{U}{U},6.0,Instant,rare,U,U,"Sneak {1}{U} (You may cast this spell for {1}{U} if you also return an unblocked attacker you control to hand during the declare blockers step.)
Target opponent mills half their library, rounded up.",,,,"Mill, Sneak",Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/42/kitsunes-technique?utm_source=api
43,"Krang, Master Mind",{6}{U}{U},8.0,Legendary Artifact Creature — Utrom Warrior,rare,U,U,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
When Krang enters, if you have fewer than four cards in hand, draw cards equal to the difference.
Krang gets +1/+0 for each other artifact you control.",1,4,,Affinity,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/43/krang-master-mind?utm_source=api
44,Metalhead,{4}{U},5.0,Legendary Artifact Creature — Robot Turtle,uncommon,U,"R, U","When Metalhead enters, return up to one other target artifact or creature to its owner's hand.
{R}, Sacrifice another artifact: Put a +1/+1 counter on Metalhead. He gains menace and haste until end of turn.",4,4,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/44/metalhead?utm_source=api
45,Mind Transfer Protocol,{2}{U},3.0,Instant,common,U,U,"Until end of turn, target artifact or creature becomes an artifact creature with base power and toughness 4/5.
Draw a card.",,,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/45/mind-transfer-protocol?utm_source=api
46,Mondo Gecko,{1}{U}{U},3.0,Legendary Creature — Lizard Mutant,mythic,U,U,"{1}, Discard a card: Until end of turn, Mondo Gecko becomes the color of your choice and gains hexproof from that color.
Whenever Mondo Gecko deals combat damage to a player, draw a card for each color among permanents you control.",2,3,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/46/mondo-gecko?utm_source=api
47,Negate,{1}{U},2.0,Instant,common,U,U,Counter target noncreature spell.,,,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/47/negate?utm_source=api
48,Ooze Spill,{1}{U}{U},3.0,Instant,uncommon,U,U,"Counter target spell. Create a Mutagen token. (It's an artifact with ""{1}, {T}, Sacrifice this token: Put a +1/+1 counter on target creature. Activate only as a sorcery."")",,,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/48/ooze-spill?utm_source=api
49,"Ray Fillet, Man Ray",{3}{U},4.0,Legendary Creature — Fish Mutant,uncommon,U,U,"Flying
When Ray Fillet enters, create a Mutagen token. (It's an artifact with ""{1}, {T}, Sacrifice this token: Put a +1/+1 counter on target creature. Activate only as a sorcery."")
{2}, Remove a +1/+1 counter from a creature you control: Draw a card.",3,3,,Flying,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/49/ray-fillet-man-ray?utm_source=api
50,"Renet, Temporal Apprentice",{3}{U}{U},5.0,Legendary Creature — Human Wizard,rare,U,U,"Flash
When Renet enters, return each other nonland permanent that entered this turn to its owner's hand.",4,3,,Flash,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/50/renet-temporal-apprentice?utm_source=api
51,Retro-Mutation,{2}{U},3.0,Enchantment — Aura,common,U,U,"Flash
Enchant creature
Enchanted creature is a Turtle with base power and toughness 0/1. It can't attack and loses all abilities. (It also loses all other creature types.)",,,,"Enchant, Flash",Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/51/retro-mutation?utm_source=api
52,Return to the Sewers,{3}{U},4.0,Instant,common,U,U,"Target creature's owner puts it on their choice of the top or bottom of their library. You create a Mutagen token. (It's an artifact with ""{1}, {T}, Sacrifice this token: Put a +1/+1 counter on target creature. Activate only as a sorcery."")",,,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/52/return-to-the-sewers?utm_source=api
53,Sewer-veillance Cam,{U},1.0,Artifact,common,U,U,"Flash
When this artifact enters or leaves the battlefield, you may tap or untap target creature.
{3}{U}, Sacrifice this artifact: Draw two cards.",,,,Flash,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/53/sewer-veillance-cam?utm_source=api
54,"Stockman, Mad Fly-entist",{4}{U},5.0,Legendary Creature — Insect Mutant Scientist,common,U,U,"Flying
When Stockman enters, draw a card, then discard a card.
Islandcycling {2} ({2}, Discard this card: Search your library for an Island card, reveal it, put it into your hand, then shuffle.)",3,4,,"Flying, Islandcycling, Landcycling, Typecycling, Cycling",Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/54/stockman-mad-fly-entist?utm_source=api
55,Turtles in Time,{5}{U}{U},7.0,Sorcery,mythic,U,U,"Return all creatures to their owners' hands. Each player may shuffle their hand and graveyard into their library, then each player who does draws seven cards.
Exile Turtles in Time.",,,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/55/turtles-in-time?utm_source=api
56,Utrom Scientists,{2}{U},3.0,Artifact Creature — Utrom Robot Scientist,common,U,U,"When this creature enters, tap up to one target creature and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)",2,2,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/56/utrom-scientists?utm_source=api
57,Anchovy & Banana Pizza,{2}{B}{B},4.0,Artifact — Food,common,B,B,"When this artifact enters, destroy target creature.
{2}, {T}, Sacrifice this artifact: You gain 3 life.",,,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/57/anchovy-&-banana-pizza?utm_source=api
58,"Armaggon, Future Shark",{6}{B}{B},8.0,Legendary Creature — Shark Horror Mutant,rare,B,B,"Flash
When Armaggon enters, destroy up to three target creatures.",9,6,,Flash,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/58/armaggon-future-shark?utm_source=api
59,"Bebop, Warthog Warrior",{4}{B},5.0,Legendary Creature — Boar Mutant Warrior,common,B,B,"Menace (This creature can't be blocked except by two or more creatures.)
Rhinos you control have menace.
Swampcycling {2} ({2}, Discard this card: Search your library for a Swamp card, reveal it, put it into your hand, then shuffle.)",5,4,,"Landcycling, Menace, Typecycling, Cycling, Swampcycling",Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/59/bebop-warthog-warrior?utm_source=api
60,The Cloning of Shredder,{4}{B}{B},6.0,Enchantment — Saga,mythic,B,B,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Exile target creature card from your graveyard. Create a token that's a copy of it, except it isn't legendary and is a Mutant in addition to its other types.
II, III — Create a token that's a copy of a card exiled with this Saga, except it isn't legendary and is a Mutant in addition to its other types.",,,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/60/the-cloning-of-shredder?utm_source=api
61,Death in the Family,{1}{B},2.0,Instant,uncommon,B,B,Exile target creature with mana value 3 or less.,,,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/61/death-in-the-family?utm_source=api
62,Dream Beavers,{B},1.0,Creature — Beaver Nightmare,uncommon,B,B,"Flying
When this creature enters, each opponent loses 1 life and you gain 1 life. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)",1,1,,"Scry, Flying",Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/62/dream-beavers?utm_source=api
63,Foot Mystic,{3}{B},4.0,Creature — Human Ninja Warlock,common,B,B,"Lifelink
Disappear — When this creature enters, if a permanent left the battlefield under your control this turn, create a 1/1 black Ninja creature token.",2,4,,"Disappear, Lifelink",Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/63/foot-mystic?utm_source=api
64,Insectoid Exterminator,{2}{B},3.0,Creature — Insect Mutant,common,B,B,"Flying
Disappear — At the beginning of your end step, if a permanent left the battlefield under your control this turn, scry 1. (Look at the top card of your library. You may put that card on the bottom.)",2,2,,"Scry, Flying, Disappear",Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/64/insectoid-exterminator?utm_source=api
65,"Lord Dregg, Insect Invader",{3}{B},4.0,Legendary Creature — Insect Warrior,uncommon,B,"B, G","Flying
Disappear — At the beginning of your end step, if a permanent left the battlefield under your control this turn, create a 1/1 black Insect Warrior creature token with flying.
{3}{G}, Sacrifice a token: Draw a card.",3,2,,"Flying, Disappear",Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/65/lord-dregg-insect-invader?utm_source=api
66,"Madame Null, Power Broker",{2}{B},3.0,Legendary Creature — Demon Advisor,rare,B,B,"Deathtouch
Whenever another creature you control enters, you may pay life equal to its power. If you do, put that many +1/+1 counters on it.",1,3,,Deathtouch,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/66/madame-null-power-broker?utm_source=api
67,Ninja Teen,{2}{B},3.0,Enchantment — Class,rare,B,B,"(Gain the next level as a sorcery to add its ability.)
Whenever a creature you control leaves the battlefield, each opponent loses 1 life.
{1}{B}: Level 2
Creatures you control get +1/+0 and have menace.
{B}: Level 3
Creature cards in your graveyard have sneak {3}{B}.
You may cast creature spells from your graveyard using their sneak abilities.",,,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/67/ninja-teen?utm_source=api
68,"Oroku Saki, Shredder Rising",{2}{B},3.0,Legendary Creature — Human Ninja,common,B,B,"Sneak {1}{B} (You may cast this spell for {1}{B} if you also return an unblocked attacker you control to hand during the declare blockers step. He enters tapped and attacking.)
Whenever Oroku Saki deals combat damage to a player, you draw a card and lose 1 life.",3,1,,Sneak,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/68/oroku-saki-shredder-rising?utm_source=api
69,Pain 101,{1}{B},2.0,Instant,common,B,B,"Until end of turn, target creature gains deathtouch and ""When this creature dies, return it to the battlefield tapped under its owner's control.""",,,,,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/69/pain-101?utm_source=api
70,Paramecia Coloniex,{1}{B},2.0,Creature — Zombie Worm,uncommon,B,B,"When this creature enters, mill three cards. (Put the top three cards of your library into your graveyard.)
When this creature dies, you may exile it. When you do, put target creature card from your graveyard on top of your library.",2,2,,Mill,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/70/paramecia-coloniex?utm_source=api
71,"Rat King, Verminister",{1}{B},2.0,Legendary Creature — Rat Avatar,rare,B,B,"Disappear — At the beginning of your end step, if a permanent left the battlefield under your control this turn, create a 1/1 black Rat creature token and put a +1/+1 counter on Rat King.
{T}, Sacrifice three Rats: Return target creature card and all other cards with the same name as that card from your graveyard to the battlefield tapped.",1,1,,Disappear,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/71/rat-king-verminister?utm_source=api
72,"Savanti Romero, Time's Exile",{3}{B}{B},5.0,Legendary Creature — Demon Wizard,rare,B,B,"Trample
At the beginning of combat on your turn, put a +1/+1 counter on Savanti Romero. Then you draw X cards and lose X life, where X is the number of counters on Savanti Romero.",4,4,,Trample,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/72/savanti-romero-times-exile?utm_source=api
73,"Shark Shredder, Killer Clone",{2}{B}{B},4.0,Legendary Creature — Shark Octopus Ninja,rare,B,B,"Sneak {3}{B}{B}
First strike
Whenever Shark Shredder deals combat damage to a player, put up to one target creature card from that player's graveyard onto the battlefield under your control. It enters tapped and attacking that player.",4,4,,"First strike, Sneak",Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/73/shark-shredder-killer-clone?utm_source=api
74,"Shredder, Unrelenting",{4}{B},5.0,Legendary Creature — Human Ninja,uncommon,B,B,"Sneak {3}{B} (You may cast this spell for {3}{B} if you also return an unblocked attacker you control to hand during the declare blockers step. He enters tapped and attacking.)
Deathtouch
Whenever Shredder enters or attacks, another target creature you control gains deathtouch until end of turn.",6,4,,"Sneak, Deathtouch",Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/74/shredder-unrelenting?utm_source=api
75,Shredder's Armor,{1}{B},2.0,Artifact — Equipment,uncommon,B,B,"Equipped creature gets +2/+1.
When this Equipment enters, attach it to target creature you control.
Equip—Sacrifice another nonland permanent. Activate only once each turn.",,,,Equip,Teenage Mutant Ninja Turtles,2026-03-06,https://scryfall.com/card/tmt/75/shredders-armor?utm_source=api
