collector_number,name,mana_cost,cmc,type_line,rarity,colors,color_identity,oracle_text,power,toughness,loyalty,keywords,set_name,released_at,scryfall_uri
14,"Ennis, Debate Moderator",{1}{W},2.0,Legendary Creature — Human Cleric,uncommon,W,W,"When Ennis enters, exile up to one other target creature you control. Return that card to the battlefield under its owner's control at the beginning of the next end step.
At the beginning of your end step, if one or more cards were put into exile this turn, put a +1/+1 counter on Ennis.",1,1,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/14/ennis-debate-moderator?utm_source=api
15,Erode,{W},1.0,Instant,rare,W,W,"Destroy target creature or planeswalker. Its controller may search their library for a basic land card, put it onto the battlefield tapped, then shuffle.",,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/15/erode?utm_source=api
16,Graduation Day,{W},1.0,Enchantment,uncommon,W,W,"Repartee — Whenever you cast an instant or sorcery spell that targets a creature, put a +1/+1 counter on target creature you control.",,,,Repartee,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/16/graduation-day?utm_source=api
17,Group Project,{1}{W},2.0,Sorcery,uncommon,W,W,"Create a 2/2 red and white Spirit creature token.
Flashback—Tap three untapped creatures you control. (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,Flashback,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/17/group-project?utm_source=api
18,Harsh Annotation,{1}{W},2.0,Instant,uncommon,W,W,Destroy target creature. Its controller creates a 1/1 white and black Inkling creature token with flying.,,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/18/harsh-annotation?utm_source=api
19,Honorbound Page // Forum's Favor,{3}{W} // {W},4.0,Creature — Cat Cleric // Sorcery,common,W,W,,3,3,,"First strike, Prepared",Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/19/honorbound-page-forums-favor?utm_source=api
20,Informed Inkwright,{1}{W},2.0,Creature — Human Wizard,rare,W,W,"Vigilance
Repartee — Whenever you cast an instant or sorcery spell that targets a creature, create a 1/1 white and black Inkling creature token with flying.",2,2,,"Vigilance, Repartee",Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/20/informed-inkwright?utm_source=api
21,Inkshape Demonstrator,{3}{W},4.0,Creature — Elephant Cleric,uncommon,W,W,"Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
Repartee — Whenever you cast an instant or sorcery spell that targets a creature, this creature gets +1/+0 and gains lifelink until end of turn.",3,4,,"Ward, Repartee",Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/21/inkshape-demonstrator?utm_source=api
22,Interjection,{W},1.0,Instant,common,W,W,Target creature gets +2/+2 and gains first strike until end of turn.,,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/22/interjection?utm_source=api
23,Joined Researchers // Secret Rendezvous,{1}{W} // {1}{W}{W},2.0,Creature — Human Cleric Wizard // Sorcery,rare,W,W,,2,2,,"First strike, Prepared",Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/23/joined-researchers-secret-rendezvous?utm_source=api
24,Owlin Historian,{2}{W},3.0,Creature — Bird Cleric,common,W,W,"Flying
When this creature enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
Whenever one or more cards leave your graveyard, this creature gets +1/+1 until end of turn.",2,3,,"Flying, Surveil",Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/24/owlin-historian?utm_source=api
25,Practiced Offense,{2}{W},3.0,Sorcery,rare,W,W,"Put a +1/+1 counter on each creature target player controls. Target creature gains your choice of double strike or lifelink until end of turn.
Flashback {1}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,Flashback,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/25/practiced-offense?utm_source=api
26,Primary Research,{4}{W},5.0,Enchantment,uncommon,W,W,"When this enchantment enters, return target nonland permanent card with mana value 3 or less from your graveyard to the battlefield.
At the beginning of your end step, if a card left your graveyard this turn, draw a card.",,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/26/primary-research?utm_source=api
27,Quill-Blade Laureate // Twofold Intent,{1}{W} // {1}{W},2.0,Creature — Human Cleric // Sorcery,uncommon,W,W,,1,1,,"Prepared, Double strike",Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/27/quill-blade-laureate-twofold-intent?utm_source=api
28,Rapier Wit,{1}{W},2.0,Instant,common,W,W,"Tap target creature. If it's your turn, put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)
Draw a card.",,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/28/rapier-wit?utm_source=api
29,Rehearsed Debater,{2}{W},3.0,Creature — Djinn Bard,common,W,W,"Vigilance
Repartee — Whenever you cast an instant or sorcery spell that targets a creature, this creature gets +1/+1 until end of turn.",3,3,,"Vigilance, Repartee",Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/29/rehearsed-debater?utm_source=api
30,Restoration Seminar,{5}{W}{W},7.0,Sorcery — Lesson,mythic,W,W,"Return target nonland permanent card from your graveyard to the battlefield.
Paradigm (Then exile this spell. After you first resolve a spell with this name, you may cast a copy of it from exile without paying its mana cost at the beginning of each of your first main phases.)",,,,Paradigm,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/30/restoration-seminar?utm_source=api
31,Shattered Acolyte,{1}{W},2.0,Creature — Dwarf Warlock,common,W,W,"Lifelink
{1}, Sacrifice this creature: Destroy target artifact or enchantment.",2,2,,Lifelink,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/31/shattered-acolyte?utm_source=api
32,Soaring Stoneglider,{2}{W},3.0,Creature — Elephant Cleric,uncommon,W,W,"As an additional cost to cast this spell, exile two cards from your graveyard or pay {1}{W}.
Flying, vigilance",4,3,,"Flying, Vigilance",Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/32/soaring-stoneglider?utm_source=api
33,Spiritcall Enthusiast // Scrollboost,{2}{W} // {1}{W},3.0,Creature — Cat Cleric // Sorcery,uncommon,W,W,,3,3,,Prepared,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/33/spiritcall-enthusiast-scrollboost?utm_source=api
34,Stand Up for Yourself,{2}{W},3.0,Instant,uncommon,W,W,Destroy target creature with power 3 or greater.,,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/34/stand-up-for-yourself?utm_source=api
35,Stirring Hopesinger,{2}{W},3.0,Creature — Bird Bard,rare,W,W,"Flying, lifelink
Repartee — Whenever you cast an instant or sorcery spell that targets a creature, put a +1/+1 counter on each creature you control.",1,3,,"Flying, Lifelink, Repartee",Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/35/stirring-hopesinger?utm_source=api
36,Stone Docent,{1}{W},2.0,Creature — Spirit Chimera,common,W,W,"{W}, Exile this card from your graveyard: You gain 2 life. Surveil 1. Activate only as a sorcery. (Look at the top card of your library. You may put it into your graveyard.)",3,1,,Surveil,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/36/stone-docent?utm_source=api
37,Summoned Dromedary,{3}{W},4.0,Creature — Spirit Camel,uncommon,W,W,"Vigilance
{1}{W}: Return this card from your graveyard to your hand. Activate only as a sorcery.",4,3,,Vigilance,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/37/summoned-dromedary?utm_source=api
38,Banishing Betrayal,{1}{U},2.0,Instant,common,U,U,Return target nonland permanent to its owner's hand. Surveil 1. (Look at the top card of your library. You may put it into your graveyard.),,,,Surveil,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/38/banishing-betrayal?utm_source=api
39,Brush Off,{2}{U}{U},4.0,Instant,uncommon,U,U,"This spell costs {1}{U} less to cast if it targets an instant or sorcery spell.
Counter target spell.",,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/39/brush-off?utm_source=api
40,Campus Composer // Aqueous Aria,{3}{U} // {4}{U},4.0,Creature — Merfolk Bard // Sorcery,uncommon,U,U,,3,4,,"Prepared, Ward",Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/40/campus-composer-aqueous-aria?utm_source=api
41,Chase Inspiration,{U},1.0,Instant,common,U,U,Target creature you control gets +0/+3 and gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.),,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/41/chase-inspiration?utm_source=api
42,Deluge Virtuoso,{2}{U},3.0,Creature — Human Wizard,common,U,U,"When this creature enters, tap target creature an opponent controls and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)
Opus — Whenever you cast an instant or sorcery spell, this creature gets +1/+1 until end of turn. If five or more mana was spent to cast that spell, this creature gets +2/+2 until end of turn instead.",2,2,,Opus,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/42/deluge-virtuoso?utm_source=api
43,Divergent Equation,{X}{X}{U},1.0,Instant,uncommon,U,U,"Return up to X target instant and/or sorcery cards from your graveyard to your hand.
Exile Divergent Equation.",,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/43/divergent-equation?utm_source=api
44,Echocasting Symposium,{4}{U}{U},6.0,Sorcery — Lesson,mythic,U,U,"Target player creates a token that's a copy of target creature you control.
Paradigm (Then exile this spell. After you first resolve a spell with this name, you may cast a copy of it from exile without paying its mana cost at the beginning of each of your first main phases.)",,,,Paradigm,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/44/echocasting-symposium?utm_source=api
45,Emeritus of Ideation // Ancestral Recall,{3}{U}{U} // {U},5.0,Creature — Human Wizard // Instant,mythic,U,U,,5,5,,"Flying, Prepared, Ward",Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/45/emeritus-of-ideation-ancestral-recall?utm_source=api
46,Encouraging Aviator // Jump,{2}{U} // {U},3.0,Creature — Bird Wizard // Instant,uncommon,U,U,,2,3,,"Flying, Prepared",Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/46/encouraging-aviator-jump?utm_source=api
47,Essence Scatter,{1}{U},2.0,Instant,common,U,U,Counter target creature spell.,,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/47/essence-scatter?utm_source=api
48,Exhibition Tidecaller,{U},1.0,Creature — Djinn Wizard,rare,U,U,"Opus — Whenever you cast an instant or sorcery spell, target player mills three cards. If five or more mana was spent to cast that spell, that player mills ten cards instead.",0,2,,"Mill, Opus",Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/48/exhibition-tidecaller?utm_source=api
49,Flow State,{1}{U},2.0,Sorcery,uncommon,U,U,"Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order. If there is an instant card and a sorcery card in your graveyard, instead put two of them into your hand and the rest on the bottom of your library in any order.",,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/49/flow-state?utm_source=api
50,Fractal Anomaly,{U},1.0,Instant,uncommon,U,U,"Create a 0/0 green and blue Fractal creature token and put X +1/+1 counters on it, where X is the number of cards you've drawn this turn.",,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/50/fractal-anomaly?utm_source=api
51,Fractalize,{X}{U},1.0,Instant,uncommon,U,U,"Until end of turn, target creature becomes a green and blue Fractal with base power and toughness each equal to X plus 1. (It loses all other colors and creature types.)",,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/51/fractalize?utm_source=api
52,Harmonized Trio // Brainstorm,{U} // {U},1.0,Creature — Merfolk Bard Wizard // Instant,rare,U,U,,1,1,,Prepared,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/52/harmonized-trio-brainstorm?utm_source=api
53,Homesickness,{4}{U}{U},6.0,Instant,uncommon,U,U,"Target player draws two cards. Tap up to two target creatures. Put a stun counter on each of them. (If a permanent with a stun counter would become untapped, remove one from it instead.)",,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/53/homesickness?utm_source=api
54,Hydro-Channeler,{1}{U},2.0,Creature — Merfolk Wizard,common,U,U,"{T}: Add {U}. Spend this mana only to cast an instant or sorcery spell.
{1}, {T}: Add one mana of any color. Spend this mana only to cast an instant or sorcery spell.",1,3,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/54/hydro-channeler?utm_source=api
55,"Jadzi, Steward of Fate // Oracle's Gift",{2}{U} // {X}{X}{U},3.0,Legendary Creature — Human Wizard // Sorcery,rare,U,U,,2,4,,Prepared,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/55/jadzi-steward-of-fate-oracles-gift?utm_source=api
56,Landscape Painter // Vibrant Idea,{1}{U} // {4}{U},2.0,Creature — Merfolk Wizard // Sorcery,common,U,U,,2,1,,Prepared,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/56/landscape-painter-vibrant-idea?utm_source=api
57,Mana Sculpt,{1}{U}{U},3.0,Instant,rare,U,U,"Counter target spell. If you control a Wizard, add an amount of {C} equal to the amount of mana spent to cast that spell at the beginning of your next main phase.",,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/57/mana-sculpt?utm_source=api
58,Mathemagics,{X}{X}{U}{U},2.0,Sorcery,mythic,U,U,"Target player draws 2ˣ cards. (2º = 1, 2¹ = 2, 2² = 4, 2³ = 8, 2⁴ = 16, 2⁵ = 32, and so on.)",,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/58/mathemagics?utm_source=api
59,Matterbending Mage,{2}{U},3.0,Creature — Human Wizard,uncommon,U,U,"When this creature enters, return up to one other target creature to its owner's hand.
Whenever you cast a spell with {X} in its mana cost, this creature can't be blocked this turn.",2,2,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/59/matterbending-mage?utm_source=api
60,Muse Seeker,{1}{U},2.0,Creature — Elf Wizard,uncommon,U,U,"Opus — Whenever you cast an instant or sorcery spell, draw a card. Then discard a card unless five or more mana was spent to cast that spell.",1,2,,Opus,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/60/muse-seeker?utm_source=api
61,Muse's Encouragement,{4}{U},5.0,Instant,common,U,U,"Create a 3/3 blue and red Elemental creature token with flying.
Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",,,,Surveil,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/61/muses-encouragement?utm_source=api
62,"Orysa, Tide Choreographer",{4}{U},5.0,Legendary Creature — Merfolk Bard,uncommon,U,U,"This spell costs {3} less to cast if creatures you control have total toughness 10 or greater.
When Orysa enters, draw two cards.",2,2,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/62/orysa-tide-choreographer?utm_source=api
63,Pensive Professor,{1}{U}{U},3.0,Creature — Human Wizard,rare,U,U,"Increment (Whenever you cast a spell, if the amount of mana you spent is greater than this creature's power or toughness, put a +1/+1 counter on this creature.)
Whenever one or more +1/+1 counters are put on this creature, draw a card.",0,2,,Increment,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/63/pensive-professor?utm_source=api
64,Procrastinate,{X}{U},1.0,Sorcery,common,U,U,"Tap target creature. Put twice X stun counters on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)",,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/64/procrastinate?utm_source=api
65,Quick Study,{2}{U},3.0,Instant,common,U,U,Draw two cards.,,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/65/quick-study?utm_source=api
66,Run Behind,{3}{U},4.0,Instant,common,U,U,"This spell costs {1} less to cast if it targets an attacking creature.
Target creature's owner puts it on their choice of the top or bottom of their library.",,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/66/run-behind?utm_source=api
67,Skycoach Conductor // All Aboard,{2}{U} // {U},3.0,Creature — Bird Pilot // Instant,rare,U,U,,2,3,,"Flying, Vigilance, Prepared, Flash",Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/67/skycoach-conductor-all-aboard?utm_source=api
68,Spellbook Seeker // Careful Study,{3}{U} // {U},4.0,Creature — Bird Wizard // Sorcery,common,U,U,,3,3,,"Flying, Prepared",Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/68/spellbook-seeker-careful-study?utm_source=api
69,Tester of the Tangential,{1}{U},2.0,Creature — Djinn Wizard,uncommon,U,U,"Increment (Whenever you cast a spell, if the amount of mana you spent is greater than this creature's power or toughness, put a +1/+1 counter on this creature.)
At the beginning of combat on your turn, you may pay {X}. When you do, move X +1/+1 counters from this creature onto another target creature.",1,1,,Increment,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/69/tester-of-the-tangential?utm_source=api
70,Textbook Tabulator,{2}{U},3.0,Creature — Frog Wizard,common,U,U,"Increment (Whenever you cast a spell, if the amount of mana you spent is greater than this creature's power or toughness, put a +1/+1 counter on this creature.)
When this creature enters, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",0,3,,"Surveil, Increment",Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/70/textbook-tabulator?utm_source=api
71,Wisdom of Ages,{4}{U}{U}{U},7.0,Sorcery,rare,U,U,"Return all instant and sorcery cards from your graveyard to your hand. You have no maximum hand size for the rest of the game.
Exile Wisdom of Ages.",,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/71/wisdom-of-ages?utm_source=api
72,Adventurous Eater // Have a Bite,{2}{B} // {B},3.0,Creature — Human Warlock // Sorcery,common,B,B,,3,2,,Prepared,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/72/adventurous-eater-have-a-bite?utm_source=api
73,Arcane Omens,{4}{B},5.0,Sorcery,uncommon,B,B,"Converge — Target player discards X cards, where X is the number of colors of mana spent to cast this spell.",,,,Converge,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/73/arcane-omens?utm_source=api
74,"Arnyn, Deathbloom Botanist",{2}{B},3.0,Legendary Creature — Vampire Druid,uncommon,B,B,"Deathtouch
Whenever a creature you control with power or toughness 1 or less dies, target opponent loses 2 life and you gain 2 life.",2,2,,Deathtouch,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/74/arnyn-deathbloom-botanist?utm_source=api
75,Burrog Banemaker,{B},1.0,Creature — Frog Warlock,common,B,B,"Deathtouch
{1}{B}: This creature gets +1/+1 until end of turn.",1,1,,Deathtouch,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/75/burrog-banemaker?utm_source=api
76,Cheerful Osteomancer // Raise Dead,{3}{B} // {B},4.0,Creature — Orc Warlock // Sorcery,common,B,B,,4,2,,Prepared,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/76/cheerful-osteomancer-raise-dead?utm_source=api
77,Cost of Brilliance,{2}{B},3.0,Sorcery,common,B,B,Target player draws two cards and loses 2 life. Put a +1/+1 counter on up to one target creature.,,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/77/cost-of-brilliance?utm_source=api
78,Decorum Dissertation,{3}{B}{B},5.0,Sorcery — Lesson,mythic,B,B,"Target player draws two cards and loses 2 life.
Paradigm (Then exile this spell. After you first resolve a spell with this name, you may cast a copy of it from exile without paying its mana cost at the beginning of each of your first main phases.)",,,,Paradigm,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/78/decorum-dissertation?utm_source=api
79,Dissection Practice,{B},1.0,Instant,uncommon,B,B,"Target opponent loses 1 life and you gain 1 life.
Up to one target creature gets +1/+1 until end of turn.
Up to one target creature gets -1/-1 until end of turn.",,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/79/dissection-practice?utm_source=api
80,Emeritus of Woe // Demonic Tutor,{3}{B} // {1}{B},4.0,Creature — Vampire Warlock // Sorcery,mythic,B,B,,5,4,,Prepared,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/80/emeritus-of-woe-demonic-tutor?utm_source=api
81,End of the Hunt,{1}{B},2.0,Sorcery,uncommon,B,B,Target opponent exiles a creature or planeswalker they control with the highest mana value among creatures and planeswalkers they control.,,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/81/end-of-the-hunt?utm_source=api
82,Eternal Student,{3}{B},4.0,Creature — Zombie Warlock,uncommon,B,B,"{1}{B}, Exile this card from your graveyard: Create two 1/1 white and black Inkling creature tokens with flying.",4,2,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/82/eternal-student?utm_source=api
83,Foolish Fate,{2}{B},3.0,Instant,uncommon,B,B,"Destroy target creature.
Infusion — If you gained life this turn, that creature's controller loses 3 life.",,,,Infusion,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/83/foolish-fate?utm_source=api
84,Forum Necroscribe,{5}{B},6.0,Creature — Troll Warlock,uncommon,B,B,"Ward—Discard a card.
Repartee — Whenever you cast an instant or sorcery spell that targets a creature, return target creature card from your graveyard to the battlefield.",5,4,,"Ward, Repartee",Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/84/forum-necroscribe?utm_source=api
85,Grave Researcher // Reanimate,{2}{B} // {B},3.0,Creature — Troll Warlock // Sorcery,rare,B,B,,3,3,,"Surveil, Prepared",Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/85/grave-researcher-reanimate?utm_source=api
86,Last Gasp,{1}{B},2.0,Instant,common,B,B,Target creature gets -3/-3 until end of turn.,,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/86/last-gasp?utm_source=api
87,Lecturing Scornmage,{B},1.0,Creature — Human Warlock,uncommon,B,B,"Repartee — Whenever you cast an instant or sorcery spell that targets a creature, put a +1/+1 counter on this creature.",1,1,,Repartee,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/87/lecturing-scornmage?utm_source=api
88,Leech Collector // Bloodletting,{1}{B} // {B},2.0,Creature — Human Warlock // Sorcery,uncommon,B,B,,2,2,,Prepared,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/88/leech-collector-bloodletting?utm_source=api
89,Masterful Flourish,{B},1.0,Instant,common,B,B,"Target creature you control gets +1/+0 and gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",,,,,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/89/masterful-flourish?utm_source=api
90,Melancholic Poet,{1}{B},2.0,Creature — Elf Bard,common,B,B,"Repartee — Whenever you cast an instant or sorcery spell that targets a creature, each opponent loses 1 life and you gain 1 life.",2,2,,Repartee,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/90/melancholic-poet?utm_source=api
91,"Moseo, Vein's New Dean",{2}{B},3.0,Legendary Creature — Bird Skeleton Warlock,rare,B,B,"Flying
When Moseo enters, create a 1/1 black and green Pest creature token with ""Whenever this token attacks, you gain 1 life.""
Infusion — At the beginning of your end step, if you gained life this turn, return up to one target creature card with mana value X or less from your graveyard to the battlefield, where X is the amount of life you gained this turn.",2,1,,"Infusion, Flying",Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/91/moseo-veins-new-dean?utm_source=api
92,Poisoner's Apprentice,{2}{B},3.0,Creature — Orc Warlock,uncommon,B,B,"Infusion — When this creature enters, target creature an opponent controls gets -4/-4 until end of turn if you gained life this turn.",2,2,,Infusion,Secrets of Strixhaven,2026-04-24,https://scryfall.com/card/sos/92/poisoners-apprentice?utm_source=api
