collector_number,name,mana_cost,cmc,type_line,rarity,colors,color_identity,oracle_text,power,toughness,loyalty,keywords,set_name,released_at,scryfall_uri
16,Daily Bugle Reporters,{3}{W},4.0,Creature — Human Citizen,common,W,W,"When this creature enters, choose one —
• Puff Piece — Put a +1/+1 counter on each of up to two target creatures.
• Investigative Journalism — Return target creature card with mana value 2 or less from your graveyard to your hand.",2,3,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/16/daily-bugle-reporters?utm_source=api
17,Friendly Neighborhood,{3}{W},4.0,Enchantment — Aura,rare,W,W,"Enchant land
When this Aura enters, create three 1/1 green and white Human Citizen creature tokens.
Enchanted land has ""{1}, {T}: Target creature gets +1/+1 until end of turn for each creature you control. Activate only as a sorcery.""",,,,Enchant,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/17/friendly-neighborhood?utm_source=api
18,Spider-UK,{3}{W},4.0,Legendary Creature — Spider Human Hero,uncommon,W,W,"Web-slinging {2}{W} (You may cast this spell for {2}{W} if you also return a tapped creature you control to its owner's hand.)
At the beginning of your end step, if two or more creatures entered the battlefield under your control this turn, you draw a card and gain 2 life.",3,4,,Web-slinging,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/18/spider-uk?utm_source=api
19,Spectacular Tactics,{1}{W},2.0,Instant,common,W,W,"Choose one —
• Put a +1/+1 counter on target creature you control. It gains hexproof until end of turn.
• Destroy target creature with power 4 or greater.",,,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/19/spectacular-tactics?utm_source=api
20,Sudden Strike,{1}{W},2.0,Instant,uncommon,W,W,Destroy target attacking or blocking creature.,,,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/20/sudden-strike?utm_source=api
21,Peter Parker // Amazing Spider-Man,,2.0,Legendary Creature — Human Scientist Hero // Legendary Creature — Spider Human Hero,mythic,,"G, U, W",,,,,"Reach, Vigilance, Transform",Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/21/peter-parker-amazing-spider-man?utm_source=api
22,"Anti-Venom, Horrifying Healer",{W}{W}{W}{W}{W},5.0,Legendary Creature — Symbiote Hero,mythic,W,W,"When Anti-Venom enters, if he was cast, return target creature card from your graveyard to the battlefield.
If damage would be dealt to Anti-Venom, prevent that damage and put that many +1/+1 counters on him.",5,5,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/22/anti-venom-horrifying-healer?utm_source=api
23,"Arachne, Psionic Weaver",{2}{W},3.0,Legendary Creature — Spider Human Hero,rare,W,W,"Web-slinging {W} (You may cast this spell for {W} if you also return a tapped creature you control to its owner's hand.)
As Arachne enters, look at an opponent's hand, then choose a card type other than creature.
Spells of the chosen type cost {1} more to cast.",3,3,,Web-slinging,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/23/arachne-psionic-weaver?utm_source=api
24,Aunt May,{W},1.0,Legendary Creature — Human Citizen,uncommon,W,W,"Whenever another creature you control enters, you gain 1 life. If it's a Spider, put a +1/+1 counter on it.",0,2,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/24/aunt-may?utm_source=api
25,"Beetle, Legacy Criminal",{3}{U},4.0,Legendary Creature — Human Rogue Villain,common,U,U,"Flying
{1}{U}, Exile this card from your graveyard: Put a +1/+1 counter on target creature. It gains flying until end of turn. Activate only as a sorcery.",3,3,,Flying,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/25/beetle-legacy-criminal?utm_source=api
26,"Spider-Byte, Web Warden",{2}{U},3.0,Legendary Creature — Spider Avatar Hero,uncommon,U,U,"When Spider-Byte enters, return up to one target nonland permanent to its owner's hand.",2,2,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/26/spider-byte-web-warden?utm_source=api
27,"Hydro-Man, Fluid Felon",{U}{U},2.0,Legendary Creature — Elemental Villain,rare,U,U,"Whenever you cast a blue spell, if Hydro-Man is a creature, he gets +1/+1 until end of turn.
At the beginning of your end step, untap Hydro-Man. Until your next turn, he becomes a land and gains ""{T}: Add {U}."" (He's not a creature during that time.)",2,2,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/27/hydro-man-fluid-felon?utm_source=api
28,Spider-Sense,{1}{U},2.0,Instant,rare,U,U,"Web-slinging {U} (You may cast this spell for {U} if you also return a tapped creature you control to its owner's hand.)
Counter target instant spell, sorcery spell, or triggered ability.",,,,Web-slinging,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/28/spider-sense?utm_source=api
29,Amazing Acrobatics,{1}{U}{U},3.0,Instant,common,U,U,"Choose one or both —
• Counter target spell.
• Tap one or two target creatures.",,,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/29/amazing-acrobatics?utm_source=api
30,Norman Osborn // Green Goblin,,2.0,Legendary Creature — Human Scientist Villain // Legendary Creature — Goblin Human Villain,mythic,,"B, R, U",,,,,"Flying, Transform, Menace, Connive",Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/30/norman-osborn-green-goblin?utm_source=api
31,Spider-Man No More,{1}{U},2.0,Enchantment — Aura,common,U,U,"Enchant creature
Enchanted creature is a Citizen with base power and toughness 1/1. It has defender and loses all other abilities. (It also loses all other creature types.)",,,,Enchant,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/31/spider-man-no-more?utm_source=api
32,Impostor Syndrome,{4}{U}{U},6.0,Enchantment,mythic,U,U,"Whenever a nontoken creature you control deals combat damage to a player, create a token that's a copy of it, except it isn't legendary.",,,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/32/impostor-syndrome?utm_source=api
33,The Clone Saga,{3}{U},4.0,Enchantment — Saga,rare,U,U,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Surveil 3.
II — When you next cast a creature spell this turn, copy it, except the copy isn't legendary.
III — Choose a card name. Whenever a creature with the chosen name deals combat damage to a player this turn, draw a card.",,,,Surveil,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/33/the-clone-saga?utm_source=api
34,"Lady Octopus, Inspired Inventor",{U},1.0,Legendary Creature — Human Scientist Villain,rare,U,U,"Whenever you draw your first or second card each turn, put an ingenuity counter on Lady Octopus.
{T}: You may cast an artifact spell from your hand with mana value less than or equal to the number of ingenuity counters on Lady Octopus without paying its mana cost.",0,2,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/34/lady-octopus-inspired-inventor?utm_source=api
35,Doc Ock's Henchmen,{2}{U},3.0,Creature — Human Villain,common,U,U,"Flash
Whenever this creature attacks, it connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on this creature.)",2,1,,"Flash, Connive",Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/35/doc-ocks-henchmen?utm_source=api
36,"Madame Web, Clairvoyant",{4}{U}{U},6.0,Legendary Creature — Mutant Advisor,uncommon,U,U,"You may look at the top card of your library any time.
You may cast Spider spells and noncreature spells from the top of your library.
Whenever you attack, you may mill a card. (You may put the top card of your library into your graveyard.)",4,4,,Mill,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/36/madame-web-clairvoyant?utm_source=api
37,School Daze,{3}{U}{U},5.0,Instant,uncommon,U,U,"Choose one —
• Do Homework — Draw three cards.
• Fight Crime — Counter target spell. Draw a card.",,,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/37/school-daze?utm_source=api
38,"Doc Ock, Sinister Scientist",{4}{U},5.0,Legendary Creature — Human Scientist Villain,common,U,U,"As long as there are eight or more cards in your graveyard, Doc Ock has base power and toughness 8/8.
As long as you control another Villain, Doc Ock has hexproof. (He can't be the target of spells or abilities your opponents control.)",4,5,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/38/doc-ock-sinister-scientist?utm_source=api
39,Mysterio's Phantasm,{1}{U},2.0,Creature — Illusion Villain,common,U,U,"Flying, vigilance
Whenever this creature attacks, mill a card. (Put the top card of your library into your graveyard.)",1,3,,"Flying, Vigilance, Mill",Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/39/mysterios-phantasm?utm_source=api
40,Oscorp Research Team,{3}{U},4.0,Creature — Human Scientist,common,U,U,{6}{U}: Draw two cards.,1,5,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/40/oscorp-research-team?utm_source=api
41,Robotics Mastery,{4}{U},5.0,Enchantment — Aura,uncommon,U,U,"Flash
Enchant creature
When this Aura enters, create two 1/1 colorless Robot artifact creature tokens with flying.
Enchanted creature gets +2/+2.",,,,"Enchant, Flash",Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/41/robotics-mastery?utm_source=api
42,Secret Identity,{U},1.0,Instant,uncommon,U,U,"Choose one —
• Conceal — Until end of turn, target creature you control becomes a Citizen with base power and toughness 1/1 and gains hexproof.
• Reveal — Until end of turn, target creature you control becomes a Hero with base power and toughness 3/4 and gains flying and vigilance.",,,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/42/secret-identity?utm_source=api
43,Whoosh!,{1}{U},2.0,Instant,common,U,U,"Kicker {1}{U} (You may pay an additional {1}{U} as you cast this spell.)
Return target nonland permanent to its owner's hand. If this spell was kicked, draw a card.",,,,Kicker,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/43/whoosh!?utm_source=api
44,Hide on the Ceiling,{X}{U},1.0,Instant,rare,U,U,Exile X target artifacts and/or creatures. Return the exiled cards to the battlefield under their owners' control at the beginning of the next end step.,,,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/44/hide-on-the-ceiling?utm_source=api
45,Unstable Experiment,{1}{U},2.0,Instant,common,U,U,"Target player draws a card, then up to one target creature you control connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on that creature.)",,,,Connive,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/45/unstable-experiment?utm_source=api
46,"Chameleon, Master of Disguise",{3}{U},4.0,Legendary Creature — Human Shapeshifter Villain,uncommon,U,U,"You may have Chameleon enter as a copy of a creature you control, except his name is Chameleon, Master of Disguise.
Mayhem {2}{U} (You may cast this card from your graveyard for {2}{U} if you discarded it this turn. Timing rules still apply.)",2,3,,Mayhem,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/46/chameleon-master-of-disguise?utm_source=api
47,Flying Octobot,{1}{U},2.0,Artifact Creature — Robot Villain,uncommon,U,U,"Flying
Whenever another Villain you control enters, put a +1/+1 counter on this creature. This ability triggers only once each turn.",1,1,,Flying,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/47/flying-octobot?utm_source=api
48,"Mysterio, Master of Illusion",{3}{U},4.0,Legendary Creature — Human Villain,rare,U,U,"When Mysterio enters, create a 3/3 blue Illusion Villain creature token for each nontoken Villain you control. Exile those tokens when Mysterio leaves the battlefield.",3,3,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/48/mysterio-master-of-illusion?utm_source=api
49,Alien Symbiosis,{1}{B},2.0,Enchantment — Aura,uncommon,B,B,"Enchant creature
Enchanted creature gets +1/+1, has menace, and is a Symbiote in addition to its other types.
You may cast this card from your graveyard by discarding a card in addition to paying its other costs.",,,,Enchant,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/49/alien-symbiosis?utm_source=api
50,Venomized Cat,{2}{B},3.0,Creature — Symbiote Cat Villain,common,B,B,"Deathtouch
When this creature enters, mill two cards. (Put the top two cards of your library into your graveyard.)",2,3,,"Mill, Deathtouch",Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/50/venomized-cat?utm_source=api
51,Inner Demons Gangsters,{3}{B},4.0,Creature — Human Rogue Villain,common,B,B,Discard a card: This creature gets +1/+0 and gains menace until end of turn. Activate only as a sorcery. (It can't be blocked except by two or more creatures.),3,4,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/51/inner-demons-gangsters?utm_source=api
52,Risky Research,{2}{B},3.0,Sorcery,common,B,B,"Surveil 2, then draw two cards. You lose 2 life. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",,,,Surveil,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/52/risky-research?utm_source=api
53,Common Crook,{1}{B},2.0,Creature — Human Rogue Villain,common,B,B,"When this creature dies, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",2,2,,Treasure,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/53/common-crook?utm_source=api
54,Venom's Hunger,{4}{B},5.0,Sorcery,common,B,B,"This spell costs {2} less to cast if you control a Villain.
Destroy target creature. You gain 2 life.",,,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/54/venoms-hunger?utm_source=api
55,Parker Luck,{2}{B},3.0,Enchantment,rare,B,B,"At the beginning of your end step, two target players each reveal the top card of their library. They each lose life equal to the mana value of the card revealed by the other player. Then they each put the card they revealed into their hand.",,,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/55/parker-luck?utm_source=api
56,"Gwenom, Remorseless",{3}{B}{B},5.0,Legendary Creature — Symbiote Spider Hero,mythic,B,B,"Deathtouch, lifelink
Whenever Gwenom attacks, until end of turn, you may look at the top card of your library any time and you may play cards from the top of your library. If you cast a spell this way, pay life equal to its mana value rather than pay its mana cost.",4,4,,"Lifelink, Deathtouch",Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/56/gwenom-remorseless?utm_source=api
57,Behold the Sinister Six!,{6}{B},7.0,Sorcery,mythic,B,B,Return up to six target creature cards with different names from your graveyard to the battlefield.,,,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/57/behold-the-sinister-six!?utm_source=api
58,The Death of Gwen Stacy,{2}{B},3.0,Enchantment — Saga,rare,B,B,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Destroy target creature.
II — Each player may discard a card. Each player who doesn't loses 3 life.
III — Exile any number of target players' graveyards.",,,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/58/the-death-of-gwen-stacy?utm_source=api
59,Spider-Man Noir,{4}{B},5.0,Legendary Creature — Spider Human Hero,uncommon,B,B,"Menace
Whenever a creature you control attacks alone, put a +1/+1 counter on it. Then surveil X, where X is the number of counters on it. (Look at the top X cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",4,4,,"Surveil, Menace",Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/59/spider-man-noir?utm_source=api
60,"Morlun, Devourer of Spiders",{X}{B}{B},2.0,Legendary Creature — Vampire Villain,rare,B,B,"Lifelink
Morlun enters with X +1/+1 counters on him.
When Morlun enters, he deals X damage to target opponent.",2,1,,Lifelink,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/60/morlun-devourer-of-spiders?utm_source=api
61,Merciless Enforcers,{1}{B},2.0,Creature — Human Mercenary Villain,common,B,B,"Lifelink
{3}{B}: This creature deals 1 damage to each opponent.",2,1,,Lifelink,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/61/merciless-enforcers?utm_source=api
62,Sandman's Quicksand,{1}{B}{B},3.0,Sorcery,uncommon,B,B,"Mayhem {3}{B} (You may cast this card from your graveyard for {3}{B} if you discarded it this turn. Timing rules still apply.)
All creatures get -2/-2 until end of turn. If this spell's mayhem cost was paid, creatures your opponents control get -2/-2 until end of turn instead.",,,,Mayhem,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/62/sandmans-quicksand?utm_source=api
63,"Tombstone, Career Criminal",{2}{B},3.0,Legendary Creature — Human Villain,uncommon,B,B,"When Tombstone enters, return target Villain card from your graveyard to your hand.
Villain spells you cast cost {1} less to cast.",2,2,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/63/tombstone-career-criminal?utm_source=api
64,Prison Break,{4}{B},5.0,Sorcery,uncommon,B,B,"Return target creature card from your graveyard to the battlefield with an additional +1/+1 counter on it.
Mayhem {3}{B} (You may cast this card from your graveyard for {3}{B} if you discarded it this turn. Timing rules still apply.)",,,,Mayhem,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/64/prison-break?utm_source=api
65,The Spot's Portal,{2}{B},3.0,Instant,uncommon,B,B,Put target creature on the bottom of its owner's library. You lose 2 life unless you control a Villain.,,,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/65/the-spots-portal?utm_source=api
66,Agent Venom,{2}{B},3.0,Legendary Creature — Symbiote Soldier Hero,rare,B,B,"Flash
Menace
Whenever another nontoken creature you control dies, you draw a card and lose 1 life.",2,3,,"Menace, Flash",Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/66/agent-venom?utm_source=api
67,Scorpion's Sting,{1}{B},2.0,Instant,common,B,B,Target creature gets -3/-3 until end of turn.,,,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/67/scorpions-sting?utm_source=api
68,"Scorpion, Seething Striker",{3}{B},4.0,Legendary Creature — Scorpion Human Villain,uncommon,B,B,"Deathtouch
At the beginning of your end step, if a creature died this turn, target creature you control connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on that creature.)",3,3,,"Connive, Deathtouch",Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/68/scorpion-seething-striker?utm_source=api
69,The Soul Stone,{1}{B},2.0,Legendary Artifact — Infinity Stone,mythic,B,B,"Indestructible
{T}: Add {B}.
{6}{B}, {T}, Exile a creature you control: Harness The Soul Stone. (Once harnessed, its ∞ ability is active.)
∞ — At the beginning of your upkeep, return target creature card from your graveyard to the battlefield.",,,,Indestructible,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/69/the-soul-stone?utm_source=api
70,"Venom, Evil Unleashed",{4}{B},5.0,Legendary Creature — Symbiote Villain,common,B,B,"Deathtouch
{2}{B}, Exile this card from your graveyard: Put two +1/+1 counters on target creature. It gains deathtouch until end of turn. Activate only as a sorcery.",4,5,,Deathtouch,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/70/venom-evil-unleashed?utm_source=api
71,"Eddie Brock // Venom, Lethal Protector",,3.0,Legendary Creature — Human Hero Villain // Legendary Creature — Symbiote Hero Villain,mythic,,"B, G, R",,,,,"Transform, Haste, Trample, Menace",Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/71/eddie-brock-venom-lethal-protector?utm_source=api
72,Villainous Wrath,{3}{B}{B},5.0,Sorcery,rare,B,B,Target opponent loses life equal to the number of creatures they control. Then destroy all creatures.,,,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/72/villainous-wrath?utm_source=api
73,"Swarm, Being of Bees",{2}{B},3.0,Legendary Creature — Insect Villain,common,B,B,"Flash
Flying
Mayhem {B} (You may cast this card from your graveyard for {B} if you discarded it this turn. Timing rules still apply.)",2,2,,"Flying, Mayhem, Flash",Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/73/swarm-being-of-bees?utm_source=api
74,"Black Cat, Cunning Thief",{3}{B}{B},5.0,Legendary Creature — Human Rogue Villain,rare,B,B,"When Black Cat enters, look at the top nine cards of target opponent's library, exile two of them face down, then put the rest on the bottom of their library in a random order. You may play the exiled cards for as long as they remain exiled. Mana of any type can be spent to cast spells this way.",2,3,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/74/black-cat-cunning-thief?utm_source=api
75,Spider-Verse,{3}{R}{R},5.0,Enchantment,mythic,R,R,"The ""legend rule"" doesn't apply to Spiders you control.
Whenever you cast a spell from anywhere other than your hand, you may copy it. If you do, you may choose new targets for the copy. If the copy is a permanent spell, it gains haste. Do this only once each turn.",,,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/75/spider-verse?utm_source=api
76,"Electro, Assaulting Battery",{1}{R}{R},3.0,Legendary Creature — Human Villain,rare,R,R,"Flying
You don't lose unspent red mana as steps and phases end.
Whenever you cast an instant or sorcery spell, add {R}.
When Electro leaves the battlefield, you may pay {X}. When you do, he deals X damage to target player.",2,3,,Flying,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/76/electro-assaulting-battery?utm_source=api
77,"Hobgoblin, Mantled Marauder",{1}{R},2.0,Legendary Creature — Goblin Human Villain,uncommon,R,R,"Flying, haste
Whenever you discard a card, Hobgoblin gets +2/+0 until end of turn.",1,2,,"Flying, Haste",Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/77/hobgoblin-mantled-marauder?utm_source=api
78,Electro's Bolt,{2}{R},3.0,Sorcery,common,R,R,"Electro's Bolt deals 4 damage to target creature.
Mayhem {1}{R} (You may cast this card from your graveyard for {1}{R} if you discarded it this turn. Timing rules still apply.)",,,,Mayhem,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/78/electros-bolt?utm_source=api
79,Heroes' Hangout,{R},1.0,Sorcery,uncommon,R,R,"Choose one —
• Date Night — Exile the top two cards of your library. Choose one of them. Until the end of your next turn, you may play that card.
• Patrol Night — One or two target creatures each get +1/+0 and gain first strike until end of turn.",,,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/79/heroes-hangout?utm_source=api
80,Taxi Driver,{1}{R},2.0,Creature — Human Pilot,common,R,R,"{1}, {T}: Target creature gains haste until end of turn.",3,1,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/80/taxi-driver?utm_source=api
81,Angry Rabble,{1}{R},2.0,Creature — Human Citizen,common,R,R,"Trample
Whenever you cast a spell with mana value 4 or greater, this creature deals 1 damage to each opponent.
{5}{R}: Put two +1/+1 counters on this creature. Activate only as a sorcery.",2,2,,Trample,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/81/angry-rabble?utm_source=api
82,"Molten Man, Inferno Incarnate",{2}{R},3.0,Legendary Creature — Elemental Villain,uncommon,R,R,"When Molten Man enters, search your library for a basic Mountain card, put it onto the battlefield tapped, then shuffle.
Molten Man gets +1/+1 for each Mountain you control.
When Molten Man leaves the battlefield, sacrifice a land.",0,0,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/82/molten-man-inferno-incarnate?utm_source=api
83,"Shocker, Unshakable",{4}{R}{R},6.0,Legendary Creature — Human Rogue Villain,uncommon,R,R,"During your turn, Shocker has first strike.
Vibro-Shock Gauntlets — When Shocker enters, he deals 2 damage to target creature and 2 damage to that creature's controller.",5,5,,,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/83/shocker-unshakable?utm_source=api
84,Stegron the Dinosaur Man,{4}{R},5.0,Legendary Creature — Dinosaur Villain,common,R,R,"Menace (This creature can't be blocked except by two or more creatures.)
Dinosaur Formula — {1}{R}, Discard this card: Until end of turn, target creature you control gets +3/+1 and becomes a Dinosaur in addition to its other types.",5,4,,Menace,Through the Omenpaths,2025-09-23,https://scryfall.com/card/om1/84/stegron-the-dinosaur-man?utm_source=api
